Prescriber,Substancia,Quantidade
FOUNTAIN PRACTICE,Atorvastatin,456
FOUNTAINS MEDICAL PRACTICE,Colecalciferol,650
FOUNTAYNE ROAD HEALTH CENTRE,Atorvastatin,273
FOUR ACRE HEALTH CENTRE,Co-codamol (Codeine phosphate/paracetamol),636
FOWEY RIVER PRACTICE,Atorvastatin,947
FOWNHOPE MEDICAL CENTRE,Atorvastatin,447
FOXHAYES PRACTICE,Atorvastatin,205
FOXHILL MEDICAL CENTRE,Atorvastatin,869
FOXLEIGH FAMILY SURGERY,Atorvastatin,196
FRAILTY TEAM,Enteral nutrition,7
FRAMFIELD HOUSE SURGERY,Atorvastatin,1432
FRAMLINGHAM SURGERY,Atorvastatin,917
FRAMPTON SURGERY,Atorvastatin,495
FRANCES STREET MEDICAL CENTRE,Lansoprazole,607
FRANCIS GROVE SURGERY,Atorvastatin,403
FRANCIS ROAD MEDICAL CENTRE,Atorvastatin,194
FRANKLEY HEALTH CENTRE,Atorvastatin,229
FREMINGTON MEDICAL CENTRE,Atorvastatin,727
FRENCH WEIR HEALTH CENTRE,Omeprazole,937
FRESHNEY PELHAM CARE LIMITED,Wound Management & Other Dressings,67
FRESSINGFIELD MEDICAL CENTRE,Atorvastatin,888
FREUCHEN MEDICAL CENTRE,Atorvastatin,831
FRIAR GATE SURGERY,Atorvastatin,252
FRIARSGATE PRACTICE,Omeprazole,768
FRIARWOOD SURGERY,Atorvastatin,1326
FRIARY HOUSE SURGERY,Atorvastatin,1058
FRIENDS ROAD MEDICAL PRACTICE,Atorvastatin,318
FRIERN BARNET MEDICAL CENTRE,Atorvastatin,358
FRIMLEY - COMMUNITY DERMATOLOGY SERVICE,Isotretinoin,55
FRIMLEY PRIMARY CARE OOH,Amoxicillin,238
FRITHWOOD SURGERY,Atorvastatin,541
FRIZINGHALL MEDICAL CENTRE,Atorvastatin,505
FROME MEDICAL CENTRE,Atorvastatin,2146
FROME VALLEY MEDICAL CENTRE,Atorvastatin,838
FRONKS RD FAMILY SURGERY,Levothyroxine sodium,499
FRONT STREET SURGERY,Atorvastatin,584
FRYERNS MEDICAL CENTRE,Influenza,613
FULHAM CROSS MEDICAL CENTRE,Atorvastatin,119
FULLWELL CROSS MED. CTR.,Atorvastatin,921
"FULWELL MEDICAL CENTRE,",Atorvastatin,1114
FULWOOD GREEN MEDICAL CTR,Atorvastatin,405
FULWOOD HALL HOSPITAL,Estriol,9
FURLONG MEDICAL CENTRE,Atorvastatin,1547
FURNACE GREEN SURGERY,Levothyroxine sodium,532
FURNESS TIER2 COMMUNITY SERVICE,Methadone hydrochloride,20
FUSEHILL MEDICAL PRACTICE,Atorvastatin,496
GABLES SURGERY,Atorvastatin,573
GADE SURGERY,Atorvastatin,905
GAINFORD SURGERY,Atorvastatin,387
GAINSBOROUGH UTC,Flucloxacillin sodium,73
GALLERIES MEDICAL PRACTICE,Lansoprazole,1621
GALLIONS REACH HEALTH CENTRE,Atorvastatin,930
GANTS HILL MEDICAL CENTRE,Atorvastatin,816
GARDEN CITY MEDICAL CENTRE,Atorvastatin,441
GARDEN LANE MEDICAL CTR.,Atorvastatin,370
GARDENIA PRACTICE,Omeprazole,544
GARDENS AND JACOBS MEDICAL PARTNERSHIP,Colecalciferol,92
GARFORTH MEDICAL CENTRE,Atorvastatin,1750
GARRETTS GREEN LANE SURGERY,Atorvastatin,340
GARSTANG MEDICAL PRACTICE,Atorvastatin,2797
GARSTON FAMILY HEALTH CENTRE,Influenza,594
GARSTON MEDICAL CENTRE,Atorvastatin,581
GARSWOOD SURGERY,Atorvastatin,526
GAS HOUSE LANE SURGERY,Atorvastatin,841
GASTROENTEROLOGY DEPARTMENT CANNOCK,Enteral nutrition,5
GASTROENTEROLOGY-MERTON CCG,Omeprazole,8
GATDOC OOH,Amoxicillin,131
GATE MEDICAL CENTRE,Influenza,595
GATEACRE BROW SURGERY,Atorvastatin,661
GATEACRE MEDICAL CENTRE,Atorvastatin,217
GATESHEAD EXTRA CARE,Amoxicillin,77
GATESHEAD HEALTH COMMUNITY SERVICES,Prednisolone,21
GATESHEAD RECOVERY PARTNERSHIP-CGL,Methadone hydrochloride,833
GATEWAY PRIMARY CARE,Atorvastatin,779
GATLEY MEDICAL CENTRE,Atorvastatin,557
GENERAL MEDICINE-MERTON CCG,Co-amoxiclav (Amoxicillin/clavulanic acid),2
GENERAL SURGERY-MERTON CCG,Calcipotriol,2
GEORGE CLARE SURGERY,Atorvastatin,1274
GEORGE ELIOT MEDICAL CENTRE,Atorvastatin,172
GH LOCALA COMMUNITY SERVICES,Flucloxacillin sodium,155
GHAURI PRACTICE,Atorvastatin,451
GIBSON LANE PRACTICE,Atorvastatin,742
GIFFARD DRIVE SURGERY,Atorvastatin,563
GIFFORDS PRIMARY CARE CTR,Atorvastatin,1782
GILBERDYKE HEALTH CENTRE,Atorvastatin,700
GILDERSOME HEALTH CENTRE,Atorvastatin,473
GILL MEDICAL PRACTICE,Atorvastatin,445
GILLAN HOUSE SURGERY,Atorvastatin,777
GILLINGHAM MEDICAL PRACTICE,Atorvastatin,1056
GILLMANS ROAD SURGERY,Omeprazole,171
GILLMOSS MEDICAL CENTRE,Influenza,633
GILTBROOK SURGERY,Atorvastatin,479
GLADSTONE HOUSE SURGERY,Atorvastatin,872
GLADSTONE MED CTR,Atorvastatin,470
GLADSTONE MEDICAL CENTRE,Atorvastatin,864
GLADSTONE ROAD SURGERY,Atorvastatin,303
GLASTONBURY HEALTH CENTRE,Omeprazole,318
GLASTONBURY SURGERY,Omeprazole,846
GLEADLESS MEDICAL CENTRE,Atorvastatin,949
GLEBE HOUSE SURGERY,Atorvastatin,1270
GLEBE PARK SURGERY,Atorvastatin,612
GLEBE ROAD SURGERY,Atorvastatin,620
GLEBE STREET SURGERY,Atorvastatin,206
GLEBE SURGERY,Atorvastatin,916
GLEBEDALE MEDICAL PRACTICE,Atorvastatin,1357
GLEBEFIELDS SURGERY,Lansoprazole,254
GLEBELANDS PRACTICE,Atorvastatin,357
GLEMSFORD SURGERY,Atorvastatin,371
GLEN ROAD MEDICAL CENTRE,Atorvastatin,669
GLENDALE MEDICAL CENTRE,Atorvastatin,449
GLENLYN MEDICAL CENTRE,Atorvastatin,813
GLENPARK MEDICAL CENTRE,Atorvastatin,1204
GLENRIDDING HEALTH CENTRE,Atorvastatin,113
GLENROYD MEDICAL CENTRE,Atorvastatin,1731
GLOSSOP PCC SEVEN DAY ACCESS OOH,Methadone hydrochloride,4
GLOUCESTER (CARE UK) OOH,Amoxicillin,163
GLOUCESTER CITY LOCALITY N. PRESCRIBER,Denosumab,8
GLOUCESTER HEALTH ACCESS CENTRE,Atorvastatin,634
GLOUCESTER ROAD MEDICAL CENTRE,Atorvastatin,887
GLOUCESTER ROAD SURGERY,Atorvastatin,120
GLOUCESTERSHIRE CARE SERVICES NHS TRUST,Capsaicin,1
GLOUCESTERSHIRE DRUG & ALCOHOL RECOVERY,Methadone hydrochloride,1304
GLOVERS LANE SURGERY,Atorvastatin,620
GLYNDON PMS,Atorvastatin,319
GNOSALL,Atorvastatin,750
GODIVA GROUP PRACTICE,Atorvastatin,1222
GOLBORNE SURGERY,Atorvastatin,266
GOLDEN VALLEY PRACTICE,Levothyroxine sodium,550
GOLDENHILL MEDICAL CENTRE,Atorvastatin,534
GOLDINGTON AVENUE SURGERY,Atorvastatin,893
GOLDINGTON ROAD SURGERY,Atorvastatin,161
GOLDSWORTH PARK HEALTH CENTRE,Atorvastatin,530
GOLDSWORTH PARK HEALTH CT,Melatonin,83
GOLDTHORPE MEDICAL CENTRE PMS PRACTICE,Atorvastatin,514
GOODCARE PRACTICE,Atorvastatin,927
GOODHEART SURGERY,Lansoprazole,556
GOODMAN'S FIELD HEALTH CENTRE,Atorvastatin,2118
GOODMAYES MEDICAL CENTRE,Atorvastatin,282
GOOLE OOH,Phenoxymethylpenicillin (Penicillin V),41
GORDON HOUSE SURGERY,Atorvastatin,1121
GORDON STREET MEDICAL CENTRE,Atorvastatin,566
GORDON STREET SURGERY,Atorvastatin,686
GORING & WOODCOTE MEDICAL PRACTICE,Atorvastatin,909
GORTON MEDICAL CENTRE,Atorvastatin,900
GORTON PARKS INTERMEDIATE CARE UNIT,Paracetamol,17
GOSBERTON MEDICAL CENTRE,Atorvastatin,1132
GOSFORD HILL MEDICAL CENTRE,Atorvastatin,555
GOSFORTH MEMORIAL MED.CTR,Atorvastatin,1013
GOSPORT MEDICAL CENTRE,Omeprazole,1212
GOSSOMS END SURGERY,Atorvastatin,219
GOSSOPS GREEN MEDICAL CTR,Atorvastatin,516
GOUGH WALK PRACTICE,Atorvastatin,1166
GOVIND HEALTH CENTRE,Atorvastatin,298
GOWER STREET PRACTICE,Atorvastatin,80
GOYT VALLEY MEDICAL PRACTICE,Atorvastatin,709
GP ACCESS SERVICE,Amoxicillin,93
GP APH OOH,Glycopyrronium bromide,15
GP AT HAND,Sertraline hydrochloride,2137
GP CARE COMMUNITY UROLOGY SERVICE - GLOS,Trimethoprim,14
GP CARE DVT SERVICE,Rivaroxaban,34
GP CARE UK LTD BNSSG COMMUNITY UROLOGY,Nitrofurantoin,1
GP CARE UK LTD SWINDON COMMUNITY UROLOGY,Tamsulosin hydrochloride,3
GP CARE WAKEFIELD OOH,Amoxicillin,293
GP COLLABORATIVE OOH,Nitrofurantoin,206
GP CONNECT EXTENDED HOURS SERVICE,Amoxicillin,7
GP DIRECT,Atorvastatin,1298
GP EASTHAM OOH,Methadone hydrochloride,1
GP EXTENDED ACCESS FYLDE AND WYRE,Clarithromycin,1
GP EXTENDED ACCESS HUB SERVICE,Amoxicillin,89
GP EXTENDED HOURS SERVICE 2,Estradiol,6
GP HEALTHCARE ALLIANCE - ASHINGDON,Amoxicillin,37
GP HUBS - GP HEALTH PARTNERS LTD,Amoxicillin,83
GP LED DERMATOLOGY SERVICE,Emollients,25
GP LED HEALTH CENTRE,Flucloxacillin sodium,356
GP OOH VCH,Flucloxacillin sodium,5
GP OUT OF HOURS BASE SERVICE OOH,Flucloxacillin sodium,24
GP OUT OF HOURS RCCG (EAST BERKS),Clotrimazole,1
GP PRACTICE RIVERSIDE (DR JUDE),Atorvastatin,179
GP SERVICES - GP HUBS,Flucloxacillin sodium,70
GP SERVICES - GP IN ED,Diazepam,1
GP SERVICES - HORSHAM AND MID SUSSEX HUB,Flucloxacillin sodium,127
GP SERVICES-CRAWLEY HUB,Combined ethinylestradiol 30mcg,1
GP STREAMING,Co-amoxiclav (Amoxicillin/clavulanic acid),25
GPS HEALTHCARE,Atorvastatin,2710
GPSI CARDIOLOGY - WESTCLIFFE,Spironolactone,2
GPSI CYSTOSCOPY - IDLE,Atorvastatin,3
GPSI DERMATOLOGY SERVICE BUCKDEN HUNTS,Isotretinoin,40
GPSI ENT SERVICE ROMAN GATE HUNTS,Alginic acid compound preparations,2
GPSI PALLIATIVE CARE,Oxycodone hydrochloride,43
GPSI-DERMATOLOGY CLINIC,Methadone hydrochloride,1
GPWSI DERMATOLOGY CLINIC,Emollients,10
GPWSI SEXUAL HEALTH SCREENING SERVICE,Atorvastatin,7
GRAFTON MEDICAL PARTNERS,Atorvastatin,2307
GRAFTON ROAD SURGERY,Atorvastatin,293
GRAFTON SQUARE SURGERY,Atorvastatin,211
GRAHAM ROAD SURGERY,Omeprazole,802
GRAND DRIVE SURGERY,Atorvastatin,632
GRAND UNION HEALTH CENTRE,Atorvastatin,1313
GRANGE FARM MEDICAL CENTRE,Atorvastatin,452
GRANGE MEDICAL CENTRE,Atorvastatin,854
GRANGE PARK SURGERY,Atorvastatin,499
GRANGE ROAD MEDICAL PRACTICE,Atorvastatin,472
GRANGE ROAD SURGERY,Atorvastatin,999
GRANGE STREET SURGERY,Atorvastatin,576
GRANGE SURGERY,Atorvastatin,1043
GRANGEWOOD SURGERY,Atorvastatin,1110
GRANTA MEDICAL PRACTICES,Atorvastatin,3892
GRANTHAM ADDACTION,Methadone hydrochloride,413
GRANTHAM EXTENDED ACCESS K2,Desogestrel,2
GRANTHAM OOHS,Amoxicillin,42
GRANVILLE HOUSE MED CTRE,Lansoprazole,747
GRANVILLE MEDICAL CENTRE,Atorvastatin,609
GRASMERE SURGERY,Atorvastatin,820
GRASSENDALE MEDICAL CENTRE,Atorvastatin,483
GRATTON SURGERY,Atorvastatin,620
GRAVEL HILL SURGERY,Atorvastatin,460
GRAVESEND MEDICAL CENTRE,Atorvastatin,1012
GRAY'S INN ROAD MEDICAL CENTRE,Amlodipine,165
GRAYSHOTT SURGERY,Atorvastatin,766
GREASBROUGH MEDICAL CENTRE,Atorvastatin,573
GREASBY GROUP PRACTICE,Omeprazole,481
GREAT AYTON SURGERY,Lansoprazole,587
GREAT BARFORD SURGERY,Amlodipine,482
GREAT BARR PRACTICE,Atorvastatin,672
GREAT BENTLEY SURGERY,Atorvastatin,1362
GREAT BRIDGE HEALTH CENTRE,Atorvastatin,470
GREAT BRIDGE P/SHIP FOR HEALTH,Atorvastatin,823
GREAT CHAPEL STREET MEDICAL CENTRE,Omeprazole,21
GREAT ECCLESTON HLTH CTR,Atorvastatin,968
GREAT HARWOOD MEDICAL GROUP,Atorvastatin,1017
GREAT HARWOOD SURGERY,Atorvastatin,155
GREAT HOLLANDS PRACTICE,Atorvastatin,251
GREAT HOMER STREET MEDICAL CENTRE,Atorvastatin,321
GREAT LEVER ONE,Atorvastatin,219
GREAT LUMLEY SURGERY,Atorvastatin,700
GREAT MASSINGHAM SURGERY,Lansoprazole,650
GREAT NORTH MEDICAL GROUP,Atorvastatin,2041
GREAT OAKLEY MEDICAL CENTRE,Atorvastatin,1012
GREAT STAUGHTON SURGERY,Levothyroxine sodium,349
GREAT SUTTON MEDICAL CENTRE,Atorvastatin,1705
GREAT WITLEY SURGERY,Atorvastatin,605
GREEN CEDARS MEDICAL CENTRE,Atorvastatin,358
GREEN CROSS GROUP PRACTICE,Atorvastatin,587
GREEN LANE MEDICAL CENTRE,Atorvastatin,743
GREEN LANE SURGERY,Atorvastatin,784
"GREEN LANE, GOODMAYES MEDICAL PRACTICE",Atorvastatin,353
GREEN MEADOWS SURGERY,Atorvastatin,493
GREEN PORCH MEDICAL PARTNERSHIP,Atorvastatin,493
GREEN PRACTICE,Atorvastatin,744
GREEN RIDGE SURGERY,Atorvastatin,539
GREEN STREET GREEN MED CT,Atorvastatin,343
GREEN WRYTHE SURGERY,Atorvastatin,1008
GREENBANK DRIVE SURGERY,Atorvastatin,310
GREENBANK MEDICAL PRACTICE,Atorvastatin,974
GREENBANK ROAD SURGERY,Atorvastatin,277
GREENBANK SURGERY,Omeprazole,738
GREENBROOK BEDFONT,Atorvastatin,393
GREENDALE PRIMARY CARE CENTRE,Atorvastatin,696
GREENFIELD MEDICAL CENTRE,Atorvastatin,676
GREENFIELDS MEDICAL CENTRE (YVS RAO),Atorvastatin,442
GREENFORD AVENUE FHP,Atorvastatin,644
GREENFORD ROAD MED.CTR.,Atorvastatin,657
GREENGATE MEDICAL CENTRE,Atorvastatin,2108
GREENGATES MEDICAL GROUP,Atorvastatin,1703
GREENHEAD FAMILY DOCTORS,Lansoprazole,233
GREENLANDS SURGERY,Atorvastatin,232
GREENMOSS MEDICAL CENTRE,Atorvastatin,541
GREENS NORTON & WEEDON MEDICAL PRACTICE,Atorvastatin,1939
GREENSAND SURGERY (AMPTHILL),Atorvastatin,787
GREENSANDS,Omeprazole,956
GREENSANDS (POTTON),Atorvastatin,957
GREENSIDE MEDICAL PRACTICE,Atorvastatin,441
GREENSIDE SURGERY,Atorvastatin,757
GREENVIEW SURGERY,Atorvastatin,851
GREENWAY COMMUNITY PRACTICE,Atorvastatin,868
GREENWICH COMMUNITY HEALTH SERVICES,Wound Management & Other Dressings,21
GREENWICH COMMUNITY HOSPICE,Glycopyrronium bromide,4
GREENWICH HEALTH LTD,Amoxicillin,236
GREENWICH PENINSULA,Atorvastatin,304
GREENWOOD SURGERY,Atorvastatin,459
GREET MEDICAL PRACTICE,Metformin hydrochloride,219
GRENOSIDE SURGERY,Atorvastatin,481
GRESLEYDALE HEALTHCARE CENTRE,Atorvastatin,693
GREY GABLE SURGERY,Atorvastatin,594
GREYFRIARS SURGERY,Atorvastatin,998
GREYLAND MEDICAL CENTRE,Omeprazole,182
GREYSTOKE SURGERY,Atorvastatin,850
GREYSTONE HOUSE SURGERY,Atorvastatin,765
GREYSTONES MEDICAL CENTRE,Levothyroxine sodium,162
GRIFFITHS DRIVE MEDICAL PRACTICE,Atorvastatin,240
GRIMETHORPE SURGERY,Atorvastatin,1162
GRIMSTON MEDICAL CENTRE,Atorvastatin,749
GROBY ROAD MEDICAL CENTRE (ID PATCHETT),Atorvastatin,816
GROBY SURGERY,Atorvastatin,335
GROOMBRIDGE AND HARTFIELD MEDICAL GROUP,Atorvastatin,531
GROSVENOR & ST JAMES MEDICAL CENTRE,Levothyroxine sodium,588
GROSVENOR HOUSE SURGERY,Atorvastatin,853
GROSVENOR MEDICAL CENTRE,Atorvastatin,1910
GROUND FLOOR LANARK MEDICAL CENTRE,Omeprazole,344
GROVE HILL MEDICAL CENTRE,Atorvastatin,304
GROVE HOUSE PRACTICE,Atorvastatin,1163
GROVE HOUSE SURGERY,Atorvastatin,2129
GROVE MEDICAL CENTRE,Atorvastatin,3503
GROVE MEDICAL PRACTICE,Atorvastatin,1988
GROVE PARK SURGERY,Atorvastatin,478
GROVE PARK TERRACE SURGERY,Atorvastatin,187
GROVE RD SURGERY,Colecalciferol,294
GROVE ROAD SURGERY,Atorvastatin,923
GROVE SURGERY,Atorvastatin,2536
GROVE VILLAGE MEDICAL CENTRE,Atorvastatin,802
GROVEHURST SURGERY,Atorvastatin,477
GROVELANDS MEDICAL CENTRE,Atorvastatin,1270
GSST DERMATOLOGY OUTREACH SERVICE,Emollients,7
GTD HEALTHCARE CHORLEY OOH,Flucloxacillin sodium,386
GTD HEALTHCARE GP SERVICE OOH,Amoxicillin,359
GTD HEALTHCARE PRESTON OOH,Flucloxacillin sodium,278
GUARDIAN STREET MED/CTR,Omeprazole,663
GUDGEHEATH LANE SURGERY,Omeprazole,458
GUIDE BRIDGE MEDICAL PRACTICE,Atorvastatin,371
GUIDEPOST MEDICAL GROUP,Atorvastatin,1140
GUILDFORD RIVERS PRACTICE,Atorvastatin,94
GUILDHALL STREET SURGERY,Atorvastatin,449
GUILDOWNS GROUP PRACTICE,Atorvastatin,770
GUISELEY AND YEADON MEDICAL PRACTICE,Atorvastatin,692
GUN LANE MEDICAL CENTRE,Atorvastatin,584
GURU NANAK MEDICAL CENTRE,Atorvastatin,946
GUTTERIDGE MEDICAL CENTRE,Atorvastatin,395
GWH NHS FT,Lymphoedema Garments,14
GWR PCN HUB,Amoxicillin,23
GYNAECOLOGY,Clomifene citrate,3
GYNAECOLOGY SERVICES,Tranexamic acid,6
GYW SPECIALIST PALLIATIVE CARE SERVICE,Methadone hydrochloride,3
H&F CCGS WEEKEND PLUS SERVICE,Amoxicillin,36
H&R P C SPECIAL SCHEME,Diazepam,10
H-DOCS ON CALL OOH,Nitrofurantoin,8
HACKBRIDGE MEDICAL CENTRE,Atorvastatin,418
HACKENTHORPE MEDICAL CENTRE,Atorvastatin,886
HACKNESS ROAD SURGERY,Atorvastatin,513
HADDENHAM MEDICAL CENTRE,Atorvastatin,388
HADDENHAM SURGERY,Atorvastatin,660
HADEN VALE SURGERY,Atorvastatin,350
HADLEIGH BOXFORD GROUP PRACTICE,Atorvastatin,1650
HADLOW MEDICAL CENTRE,Atorvastatin,285
HADRIAN PRIMARY CARE ALLIANCE,Fusidic acid,4
HADWEN HEALTH,Atorvastatin,1070
HAGLEY SURGERY,Atorvastatin,419
HAIDERIAN MEDICAL CENTRE,Atorvastatin,397
HAIGH HALL MEDICAL PRACTICE,Atorvastatin,886
HAILEY VIEW SURGERY,Atorvastatin,641
HAILSHAM MEDICAL GROUP,Atorvastatin,718
HAINAULT SURGERY,Atorvastatin,163
HALBUTT STREET SURGERY,Atorvastatin,277
HALCYON MEDICAL,Sertraline hydrochloride,128
HALDON HOUSE SURGERY,Atorvastatin,817
HALESOWEN MEDICAL PRACTICE,Atorvastatin,663
HALF PENNY STEPS HEALTH CENTRE,Atorvastatin,396
HALL GREEN HEALTH,Atorvastatin,1522
HALL GREEN SURGERY,Atorvastatin,679
HALL GROVE GROUP PRACTICE,Atorvastatin,1195
HALL STREET MEDICAL CENTRE,Lansoprazole,450
HALLGARTH SURGERY,Atorvastatin,760
HALLIWELL SURGERY 1,Atorvastatin,338
HALLIWELL SURGERY 2,Atorvastatin,358
HALLIWELL SURGERY 3,Omeprazole,351
HALTON ASST & HT TEAM,Diazepam,3
HALTON COMMUNITY PAEDIATRIC SERVICE,Methylphenidate hydrochloride,311
HALTON LD TEAM,Olanzapine,3
HALTON OOH (PRIMARY CARE 24),Prednisolone,1
HALTON PRIMARY CARE DERMATOLOGY SERVICE,Fluorouracil (Sunscreen),4
HALTON RAPID RESPONSE RESPIRATORY TEAM,Prednisolone,9
HALTWHISTLE MEDICAL GROUP,Atorvastatin,946
HAMA MEDICAL CENTRE,Atorvastatin,328
HAMD MEDICAL PRACTICE,Atorvastatin,479
"HAMDON MEDICAL CENTRE, STOKE-SUB-HAMDON",Atorvastatin,481
HAMILTON MED CTR,Atorvastatin,321
HAMM & FULHAM PERINATAL MH SERVICE,Diazepam,1
HAMMERSMITH & FULHAM CCG - CLCH (NMP),Wound Management & Other Dressings,672
HAMMERSMITH & FULHAM CENTRES FOR HEALTH,Atorvastatin,354
HAMMERSMITH AND FULHAM DAWS,Methadone hydrochloride,270
HAMMERSMITH SURGERY,Atorvastatin,724
HAMMOND ROAD SURGERY,Atorvastatin,392
HAMPSTEAD GROUP PRACTICE,Atorvastatin,599
HAMPTON HILL MEDICAL CENTRE,Atorvastatin,695
HAMPTON MEDICAL CENTRE,Atorvastatin,1703
HAMPTON SURGERY,Atorvastatin,192
HAMPTON WICK SURGERY,Atorvastatin,536
HAMSTEAD ROAD SURGERY,Atorvastatin,503
HAMSTREET SURGERY,Atorvastatin,802
HANDFORTH HEALTH CENTRE,Atorvastatin,977
HANDSWORTH MEDICAL PRACT.,Atorvastatin,807
HANDSWORTH MEDICAL PRACTICE,Atorvastatin,1740
HANDSWORTH WOOD MED.CTR.,Atorvastatin,888
HANHAM HEALTH,Atorvastatin,1680
HANLEY PRIMARY CARE ACCESS WIC,Flucloxacillin sodium,8
HANLEY PRIMARY CARE CENTRE,Atorvastatin,545
HANNAGE BROOK MEDICAL CENTRE,Atorvastatin,505
HANSCOMBE HOUSE SURGERY,Atorvastatin,646
HANWELL HEALTH CENTRE (NAISH),Atorvastatin,264
HAPPY HOUSE SURGERY,Lansoprazole,1053
HARAMBEE SURGERY,Atorvastatin,304
HARBORNE MEDICAL PRACTICE,Atorvastatin,444
HARBOROUGH FIELD SURGERY,Atorvastatin,1221
HARBOUR MEDICAL PRACTICE,Atorvastatin,695
HARBOURSIDE FAMILY PRACTICE,Atorvastatin,396
HARBURY SURGERY,Atorvastatin,556
HARCOURT MEDICAL CENTRE,Atorvastatin,897
HARDEN BLAKENALL,Atorvastatin,789
HARDEN HEALTH CENTRE,Atorvastatin,255
HARDWICKE HOUSE GROUP PRACTICE,Atorvastatin,2392
HAREFIELD PRACTICE,Atorvastatin,781
HAREHILLS CORNER SURGERY,Atorvastatin,471
HARESFIELD HOUSE SURGERY,Atorvastatin,1171
HAREWOOD MEDICAL PRACTICE,Atorvastatin,512
HAREWOOD SURGERY,Levothyroxine sodium,294
HARFORD HEALTH CENTRE,Atorvastatin,1554
HARLESTON MEDICAL PRACTICE,Atorvastatin,1016
HARLEY GROVE MEDICAL CTR.,Atorvastatin,800
HARLEY STREET MEDICAL CTR,Atorvastatin,549
HARLOW ROAD SURGERY,Atorvastatin,228
HARMONY HOUSE,Buprenorphine,1
HAROLD ROAD SURGERY,Atorvastatin,1323
HAROLD STREET MEDICAL CENTRE,Colecalciferol,322
HARPTREE SURGERY,Atorvastatin,613
HARRIS MEMORIAL SURGERY,Atorvastatin,787
HARROGATE OOH,Flucloxacillin sodium,59
HARROLD MEDICAL PRACTICE,Atorvastatin,591
HARROW CCG COMMUNITY NURSES CLCH (NMP),Wound Management & Other Dressings,140
HARROW DARS WDP,Methadone hydrochloride,246
HARROW HEALTH CIC - ENT SERVICE,Naproxen,2
HARROW HEALTH CIC GASTROENTEROLOGY GPWSI,Macrogol 3350,2
HARROW RAPID RESPONSE SERVICE,Co-careldopa (Carbidopa/levodopa),6
HARROW ROAD GP CENTRE,Atorvastatin,1026
HARSTON SURGERY,Atorvastatin,620
HART MEDICAL PRACTICE,Atorvastatin,767
HARTINGTON SURGERY,Atorvastatin,572
HARTLAND SURGERY,Levothyroxine sodium,226
HARTLAND WAY SURGERY,Atorvastatin,319
HARTSHILL MEDICAL CENTRE,Atorvastatin,474
HARTWOOD HEALTHCARE,Atorvastatin,696
HARVEY GROUP PRACTICE,Atorvastatin,637
HARWOOD MEDICAL CENTRE,Atorvastatin,889
HASLEMERE HEALTH CENTRE,Atorvastatin,1656
HASLINGDEN HEALTHCARE LTD,Omeprazole,793
HASLINGTON SURGERY,Atorvastatin,452
HASP,Hydrocortisone,4
HASSENGATE MEDICAL CENTRE,Atorvastatin,869
HASTINGS AND ROTHER OOH,Nitrofurantoin,3
HASTINGS HOMELESS SERVICE,Wound Management & Other Dressings,5
HASTINGS HOUSE SURGERY,Atorvastatin,1191
HASTINGS MEDICAL CENTRE,Lansoprazole,408
HASTINGS OLD TOWN SURGERY,Atorvastatin,1839
HASTINGS PRIMARY CARE HUB WIC,Phenoxymethylpenicillin (Penicillin V),65
HATCH END MEDICAL CENTRE,Atorvastatin,289
HATFIELD HEALTH CENTRE,Atorvastatin,1377
HATFIELD ROAD SURGERY,Atorvastatin,276
HATHAWAY SURGERY,Atorvastatin,1198
HATTERS HEALTH PCN,Other Appliances,7
HATTERSLEY GROUP PRACTICE,Atorvastatin,590
HATTON MEDICAL PRACTICE,Atorvastatin,199
HAUGHTON THORNLEY MEDICAL CENTRES,Atorvastatin,1214
HAVELOCK GRANGE PRACTICE,Atorvastatin,1156
HAVEN COURT,Paracetamol,50
HAVEN HEALTH,Atorvastatin,534
HAVEN MEDICAL CENTRE,Atorvastatin,24
HAVENSHEALTH,Atorvastatin,1554
HAVERFIELD SURGERY,Atorvastatin,182
HAVERGAL SURGERY,Lansoprazole,353
HAVERHILL FAMILY PRACTICE,Atorvastatin,2108
HAVERING CCG,Lymphoedema Garments,24
HAVERTHWAITE SURGERY,Atorvastatin,259
HAWES LANE SURGERY,Lansoprazole,230
HAWKESLEY MEDICAL PRACTICE,Atorvastatin,387
HAWKINGE AND ELHAM,Atorvastatin,799
HAWKLEY BROOK MEDICAL PRACTICE,Atorvastatin,347
HAWTHORN DRIVE SURGERY,Omeprazole,574
HAWTHORN MC,Atorvastatin,317
HAWTHORN MEDICAL CENTRE,Atorvastatin,1577
HAWTHORN MEDICAL PRACTICE,Atorvastatin,1794
HAWTHORN SURGERY,Atorvastatin,618
HAWTHORNS MEDICAL CENTRE,Atorvastatin,290
HAWTHORNS SPINAL UNIT,Other emollient preparations,1
HAWTHORNS SURGERY,Atorvastatin,532
HAXBY GROUP CALVERT & NEWINGTON,Atorvastatin,1112
HAXBY GROUP HULL,Lansoprazole,1088
HAXBY GROUP PRACTICE,Atorvastatin,3034
HAYDOCK MEDICAL CENTRE,Atorvastatin,1686
HAYDON BRIDGE & ALLENDALE MEDICAL PRACT,Atorvastatin,961
HAYES MEDICAL CENTRE,Atorvastatin,1181
HAYWOOD HOSPITAL INPATIENT,Prednisolone,1
HAZELDENE HOUSE SURGERY,Atorvastatin,1135
HAZELDENE MEDICAL CENTRE,Atorvastatin,1498
