Prescriber,Substancia,Quantidade
CRANBROOK SURGERY,Atorvastatin,403
CRANE PARK SURGERY,Atorvastatin,213
CRANES PARK ROAD SURGERY,Atorvastatin,130
CRANESWATER GROUP PRACTICE,Omeprazole,615
CRANFORD MEDICAL CENTRE,Atorvastatin,764
CRANHAM HEALTH CENTRE,Atorvastatin,353
CRANHAM VILLAGE SURGERY,Atorvastatin,1302
CRANKHALL LANE MEDICAL CENTRE,Atorvastatin,499
CRANLEIGH GARDENS MEDICAL CENTRE,Omeprazole,1011
CRANLEIGH MEDICAL PRACTICE,Atorvastatin,972
CRANSTOUN SANDWELL,Methadone hydrochloride,1149
CRANSTOUN SUTTON,Methadone hydrochloride,277
CRANSTOUN WOKINGHAM,Methadone hydrochloride,167
CRANSTOUN WORCESTERSHIRE,Methadone hydrochloride,1130
CRAVEN ARMS SURGERY,Atorvastatin,551
CRAVEN CENTRE - CRAVEN CMHT,Aripiprazole,4
CRAVEN ROAD MEDICAL PRACTICE,Atorvastatin,1230
CRAWCROOK MEDICAL CENTRE,Atorvastatin,1245
CRAWFORD STREET SURGERY,Atorvastatin,202
CRAWLEY CLINICAL ASSESSMENT UNIT,Rivaroxaban,26
CRAWLEY ROAD MEDICAL CENTRE,Atorvastatin,400
CRAWLEY URGENT TREATMENT CENTRE,Amoxicillin,236
CRAYFORD TOWN SURGERY,Atorvastatin,611
CREDAS MEDICAL,Atorvastatin,997
CREECH,Atorvastatin,425
CREFFIELD MEDICAL GROUP,Atorvastatin,2774
CRESCENT PROVIDENCE SURGERY,Omeprazole,641
CRESCENT SURGERY,Omeprazole,111
CRESSEX HEALTH CENTRE,Atorvastatin,738
CRESWELL AND LANGWITH MEDICAL CENTRE,Atorvastatin,621
"CREWKERNE HEALTH CENTRE, CREWKERNE",Atorvastatin,1058
CRHTT EAST,Clonazepam,11
CRHTT WEST,Mirtazapine,1
CRI ATLANTIC HOUSE,Methadone hydrochloride,985
CRI CAMDEN COMMUNITY DRUG TREATMENT SERV,Methadone hydrochloride,245
CRI HULL DRUGS INTERVENTION PROGRAMME,Methadone hydrochloride,2138
CRICH MEDICAL PRACTICE,Atorvastatin,421
CRICK MEDICAL PRACTICE,Atorvastatin,807
CRICKET GREEN MEDICAL PRACTICE,Atorvastatin,850
CRICKETFIELD SURGERY,Atorvastatin,854
CRICKLADE SURGERY,Omeprazole,439
CRICKLEWOOD HEALTH CENTRE,Colecalciferol,199
CRISIS RESPONSE TEAM,Doxycycline hyclate,8
CRITICAL SUPPLY NIGHT STORE,Amisulpride,1
CROCUS MEDICAL PRACTICE,Atorvastatin,1030
CROFT HALL MEDICAL PRACTICE,Atorvastatin,502
CROFT MEDICAL CENTRE,Atorvastatin,2337
CROFT SHIFA HEALTH CENTRE,Atorvastatin,864
CROFTON AND SHARLSTON MED PRAC,Atorvastatin,999
CROMER GROUP PRACTICE,Lansoprazole,1683
CROMPTON MEDICAL CENTRE,Atorvastatin,399
CROMPTON VIEW SURGERY,Atorvastatin,426
CROMWELL MEDICAL CENTRE,Atorvastatin,1360
CRONDALL NEW SURGERY,Atorvastatin,449
CROOKES PRACTICE,Colecalciferol,438
CROPREDY SURGERY,Atorvastatin,639
CROSBY HOUSE SURGERY,Atorvastatin,641
CROSBY VILLAGE SURGERY,Atorvastatin,247
CROSLAND MOOR SURGERY,Atorvastatin,396
CROSS DEEP SURGERY,Atorvastatin,739
CROSS ROAD SURGERY,Atorvastatin,560
CROSS STREET HEALTH CENTRE,Atorvastatin,411
CROSSFELL HEALTH CENTRE,Atorvastatin,1073
CROSSLANDS SURGERY,Atorvastatin,612
CROSSWAYS PRACTICE,Levothyroxine sodium,214
CROUCH HALL ROAD SURGERY,Atorvastatin,320
CROUCH OAK FAMILY PRACTICE,Atorvastatin,659
CROWBOROUGH HOSPITAL MINOR INJURIES UNIT,Dexamethasone,1
CROWHALL MEDICAL CENTRE,Atorvastatin,852
CROWN HEIGHTS MEDICAL CENTRE,Omeprazole,1497
CROWN HOUSE SURGERY,Atorvastatin,1126
CROWN MEDICAL CENTRE,Atorvastatin,909
CROWN MEDICAL PRACTICE,Atorvastatin,856
CROWN STREET SURGERY,Atorvastatin,1957
CROWN SURGERY,Atorvastatin,852
CROWN WOOD MEDICAL CENTRE,Atorvastatin,283
CROYDON GP HUBS,Amoxicillin,347
CROYDON HEALTH SERVICES - COMMUNITY SERV,Emollients,64
CRUDDAS PARK SURGERY,Atorvastatin,1677
CRYSTAL PEAKS MEDICAL CENTRE,Atorvastatin,789
CSH COMMUNITY NURSING NWSCCG,Sacubitril/valsartan,9
CSH SPECIALIST NURSING NWSCCG,Sacubitril/valsartan,6
CSN PCN EXTENDED HOURS,Fexofenadine hydrochloride,7
CSP AT SPA,Isotretinoin,20
CSRPRESTON COMMUNITY DERMATOLOGY SERVICE,Emollients,78
CSS DERMATOLOGY SERVICE,Isotretinoin,58
CSS GYNAECOLOGY SERVICE,Prednisolone,9
CUBBINGTON RD SURGERY,Atorvastatin,481
CUCKFIELD MEDICAL CENTRE,Atorvastatin,394
CUFFLEY AND GOFFS OAK MEDICAL PRACTICE,Atorvastatin,1279
CULCHETH MEDICAL CENTRE,Omeprazole,946
CULTURE FUSION - EIP,Olanzapine,7
CULVERHAY SURGERY,Atorvastatin,1085
CUMBERLAND HOUSE,Atorvastatin,717
CUMBERLAND HOUSE SURGERY,Atorvastatin,2951
CUMBERLAND MEDICAL CENTRE,Atorvastatin,517
CUMBRIA HLTH ON CALL (N) OOH,Amoxicillin,385
CUMBRIA MEDICAL SERVICES LTD,Emollients,118
CUMBRIA PARTNERSHIP NHSFT,Wound Management & Other Dressings,134
CUSTOM HOUSE SURGERY,Atorvastatin,847
CUTLERS HILL SURGERY,Atorvastatin,1069
CWAC SEXUAL HEALTH,Azithromycin,1
CWP (WEST) PHYSICAL HEALTH,Sacubitril/valsartan,16
CYP NEURODEVELOPMENTAL SERVICE,Methylphenidate hydrochloride,385
CYP RESPONSE TEAM,Sertraline hydrochloride,3
CYPS - ACORN HOUSE,Sertraline hydrochloride,9
CYPS - EVERGREEN HOUSE,Fluoxetine hydrochloride,31
CYPS - MARSBURG HOUSE,Sertraline hydrochloride,1
DAART,Apixaban,5
DACORUM EXTENDED ACCESS,Amoxicillin,26
DADHANIA SURGERY,Atorvastatin,165
DALE MEDICAL PRACTICE,Atorvastatin,375
DALEFIELD SURGERY,Omeprazole,623
DALEHAM GARDENS HEALTH CENTRE,Atorvastatin,78
DALLAM LANE MEDICAL CENTRE,Omeprazole,202
DALSTON MEDICAL GROUP,Atorvastatin,627
DALTON SURGERY,Atorvastatin,905
DALTON TERRACE SURGERY,Atorvastatin,604
DAM HEAD MEDICAL CENTRE,Atorvastatin,303
DANEBRIDGE MEDICAL CENTRE,Atorvastatin,2111
DANEBURY AVENUE SURGERY,Atorvastatin,385
DANES CAMP MEDICAL CENTRE,Atorvastatin,751
DANETRE MEDICAL PRACTICE,Atorvastatin,1176
DAPDUNE HOUSE SURGERY,Atorvastatin,452
DARLASTON FAMILY PRACTICE,Atorvastatin,232
DARLASTON HEALTH CENTRE,Atorvastatin,223
DARLINGTON 0-19 HCP,Clotrimazole,1
DARLINGTON CCG FT COMMUNITY PRACTICE,Morphine sulfate,21
DARLINGTON PALLIATIVE CARE,Morphine sulfate,16
DARTFORD EAST HEALTH CENTRE,Atorvastatin,862
DARTFORD WEST HEALTH CENTRE,Atorvastatin,465
DARTMOUTH MEDICAL PRACTICE,Atorvastatin,703
DARTON HEALTH CENTRE PRACTICE,Colecalciferol,312
DARWEN HEALTHCARE,Atorvastatin,1161
DARWEN HEALTHLINK,Omeprazole,1327
DARWIN MEDICAL CENTRE,Atorvastatin,1622
DASHWOOD MEDICAL CENTRE,Atorvastatin,586
DATCHET HEALTH CENTRE,Atorvastatin,651
DAVENAL HOUSE SURGERY,Atorvastatin,577
DAVENPORT HOUSE SURGERY,Atorvastatin,542
DAVID LEWIS MEDICAL PRACTICE,Aciclovir,1
DAVID MEDICAL CENTRE,Omeprazole,623
DAVYHULME MEDICAL CENTRE,Atorvastatin,1055
DAWLEY MEDICAL PRACTICE,Atorvastatin,722
DAWN CLINIC,Methotrexate,198
DAYBROOK MEDICAL PRACTICE,Atorvastatin,799
DCHS ASHGATE HOSPICE,Enteral nutrition,8
DCHS BEDS WITH CARE,Goserelin acetate,1
DCHS COMMUNITY SERVICES,Lymphoedema Garments,220
DCHS EREWASH CCG,Other individually formulated bought in preparations,1
DCHS NORTH DERBYSHIRE CCG,Lymphoedema Garments,14
DCHS POST COVID ASSESSMENT SERVICE,Famotidine,2
DCHS SOUTH DERBYSHIRE CCG,Lymphoedema Garments,1
DCHS URGENT TREATMENT CENTRE,Flucloxacillin sodium,81
DDES CCG FT COMMUNITY PRACTICE,Morphine sulfate,79
DE BEAUVOIR SURGERY,Atorvastatin,278
DE MONTFORT SURGERY,Sertraline hydrochloride,336
DEAL DERMATOLOGY CLINIC,Brimonidine tart (Rosacea),1
DEAL TREE HEALTH CENTRE,Atorvastatin,627
DEAN CROSS SURGERY,Atorvastatin,920
DEANE CLINIC 1,Ramipril,302
DEANE MEDICAL CENTRE,Atorvastatin,315
DEANESLEY RADIOGRAPHER,Oral Film Forming Agents,10
DEARDEN AVENUE MEDICAL PRACTICE,Atorvastatin,252
DEARNE VALLEY GROUP PRACTICE,Atorvastatin,1202
DEARNE VALLEY HEALTH CENTRE,Atorvastatin,376
DEBENHAM GROUP PRACTICE,Atorvastatin,983
DEDDINGTON HEALTH CENTRE,Atorvastatin,1375
DEEPCAR MEDICAL CENTRE,Atorvastatin,587
DEER PARK FAMILY MEDICAL PRACTICE,Atorvastatin,461
DEERNESS PARK MEDICAL GROUP,Atorvastatin,2815
DELAMERE MEDICAL PRACTICE,Atorvastatin,1441
DELL MEDICAL CENTRE,Atorvastatin,705
DELTA HEALTHCARE,Atorvastatin,202
DEMONTFORT MEDICAL CENTRE,Atorvastatin,605
DENABY MEDICAL PRACTICE,Atorvastatin,411
DENHAM MEDICAL CENTRE,Atorvastatin,634
DENMARK ROAD MEDICAL CENTRE,Omeprazole,537
DENMARK ROAD SURGERY,Amlodipine,346
DENMARK STREET SURGERY,Atorvastatin,1679
DENMEAD HEALTH CENTRE,Atorvastatin,700
DENTON MEDICAL PRACTICE,Atorvastatin,832
DENTON PARK MEDICAL GROUP,Atorvastatin,1397
DENTON TURRET MEDICAL CENTRE,Atorvastatin,1605
DENTON VILLAGE SURGERY,Atorvastatin,735
DEPARTMENT OF PODIATRIC SURGERY,Enoxaparin,1
DEPTFORD MEDICAL CENTRE,Atorvastatin,167
DEPTFORD SURGERY,Sertraline hydrochloride,151
DERBY CITY NORTH PRIMARY CARE LTD,Amoxicillin,23
DERBY CITY SOUTH HEALTHCARE LTD,Amoxicillin,1
DERBY FAMILY MEDICAL CENTRE,Atorvastatin,469
DERBY LANE MEDICAL CENTRE,Atorvastatin,326
DERBY MEDICAL CENTRE,Atorvastatin,564
DERBY ROAD HEALTH CENTRE,Atorvastatin,608
DERBY ROAD PRACTICE,Omeprazole,948
DERBY URGENT TREATMENT CENTRE,Amoxicillin,293
DERMATOLOGY AD SEVENOAKS,Fluorouracil (Sunscreen),1
DERMATOLOGY CLINIC,Emollients,7
DERMATOLOGY CLINIC (REMOTE),Isotretinoin,16
DERMATOLOGY CLINIC CECS,Emollients,13
DERMATOLOGY DEPARTMENT,Mometasone furoate,5
DERMATOLOGY DEPARTMENT CANNOCK,Emollients,23
DERMATOLOGY GPSI,Emollients,17
DERMATOLOGY GPSI (SUTTON),Betamethasone esters,2
DERMATOLOGY GPSI DEVONPORT HC,Emollients,17
DERMATOLOGY HEALTH SERVICE AT WOLVES,Isotretinoin,80
DERMATOLOGY SERVICE,Betamethasone valerate,10
DERMATOLOGY SERVICES E&N,Clobetasol propionate,34
DERMATOLOGY TIER TWO SERVICE,Emollients,60
DERMATOLOGY-MERTON CCG,Calcipotriol,8
DERRY COURT MEDICAL PRACTICE,Atorvastatin,444
DERRY DOWNS SURGERY,Atorvastatin,276
DERWENT CRESCENT MEDICAL CENTRE,Atorvastatin,301
DERWENT MEDICAL CENTRE,Atorvastatin,218
DERWENT PRACTICE,Atorvastatin,1920
DERWENT VALLEY MEDICAL PRACTICE,Atorvastatin,623
DERWENTSIDE DERMATOLOGY,Emollients,21
DERWENTSIDE GP EXTENDED ACCESS SERVICE,Flucloxacillin sodium,16
DESBOROUGH SURGERY,Atorvastatin,504
DESFORD MEDICAL CENTRE,Lansoprazole,383
DEVANEY MED CTR,Atorvastatin,476
DEVON DOCTORS - SOMERSET OOH,Amoxicillin,24
DEVON DOCTORS ON CALL OOH,Amoxicillin,533
DEVON ROAD SURGERY,Atorvastatin,423
DEVON SQUARE SURGERY,Atorvastatin,591
DEVONPORT HEALTH CENTRE,Atorvastatin,865
DEVONSHIRE GREEN MEDICAL CENTRE,Colecalciferol,640
DEWEY PRACTICE (DR CHRISTOPHER),Atorvastatin,332
DGS HEALTH,Amoxicillin,310
DGS OOH (INTEGRATED CARE 24 LTD),Amoxicillin,139
DGSS ADULT COMM SERVICES (DGS) LOCALITY,Furosemide,1
DGSS ADULT COMM SERVICES (S LOCALITY),Ramipril,7
DGSS INPATIENT SERVICES - DARTFORD,Pregabalin,4
DGSS INPATIENT SERVICES - GRAVESEND,Oxycodone hydrochloride,3
DGSS INPATIENT SERVICES - SHEPPEY,Oxycodone hydrochloride,2
DGSS INPATIENT SERVICES - SITTINGBOURNE,Oxycodone hydrochloride,7
DHCFT HEALTH VISITING,Clotrimazole,1
DHU HEALTH CARE CIC,Amoxicillin,26
DHU HEALTH CARE CIC OOH,Amoxicillin,735
DIABETES,Other Appliances,26
DIABETES CARE FOR YOU B&H,Insulin aspart,4
DIABETES CARE FOR YOU HWLH,Detection Sensor Interstitial Fluid/Gluc,2
DIABETES CENTRE,Detection Sensor Interstitial Fluid/Gluc,29
DIABETES CLINIC,Glucose blood testing reagents,3
DIABETES CLINIC(NORTH),Insulin glargine,2
DIABETES COMMUNITY SERVICE,Dapagliflozin,3
DIABETES CONSULTANTS SOUTH,Clindamycin hydrochloride,1
DIABETES GPSI,Other Appliances,21
DIABETES INTERMEDIATE CARE TEAM,Semaglutide,48
DIABETES SERVICE STOKE AND NORTH,Semaglutide,50
DIABETES SPECIALIST NURSE SERVICE,Dulaglutide,3
DIABETES TECHNOLOGIES,Detection Sensor Interstitial Fluid/Gluc,36
DIABETES TIER TWO SERVICE,Semaglutide,4
DIAMOND HEALTH GROUP,Atorvastatin,1013
DICKENS PLACE SURGERY,Atorvastatin,446
DICKENSON ROAD MEDICAL CENTRE,Atorvastatin,988
DIDCOT HEALTH CENTRE PRACTICE,Omeprazole,930
DIDSBURY MEDICAL CENTRE - DR WHITAKER,Atorvastatin,730
DIGITAL MEDICAL SUPPLY UK LTD (LIVI),Fusidic acid,2
DILL HALL SURGERY,Atorvastatin,218
DILSTON MEDICAL CENTRE,Atorvastatin,557
DINAS LANE MEDICAL CENTRE,Atorvastatin,1093
DINGLE PARK PRACTICE,Atorvastatin,852
DINNINGTON GROUP PRACTICE,Atorvastatin,2883
DISHLEY GRANGE MEDICAL PRACTICE,Atorvastatin,769
DISTINGTON SURGERY,Atorvastatin,779
DISTRICT EARLY INTERVENTION IN PSYCHOSIS,Amisulpride,1
DISTRICT NURSES,Lymphoedema Garments,24
DISTRICT NURSES SWBH,Wound Management & Other Dressings,2022
DMC - GRANTHAM HOSPITAL (VISITING SERV),Isotretinoin,34
DMC CHADWICK ROAD,Atorvastatin,384
DMC COMMUNITY DERM HARROW,Isotretinoin,6
DMC COMMUNITY DERMATOLOGY ERY,Isotretinoin,27
DMC COMMUNITY DERMATOLOGY LECCG,Isotretinoin,9
DMC COMMUNITY DERMATOLOGY RBWF,Isotretinoin,98
DMC COMMUNITY DERMATOLOGY SFSS,Isotretinoin,39
DMC COMMUNITY DERMATOLOGY WAKEFIELD CCG,Isotretinoin,48
DMC HEALTHCARE,Amoxicillin,2
DMC SHEPPEY-W.I. CLINIC,Chloramphenicol,1
DOCKHAM SURGERY,Atorvastatin,466
DOCKLANDS MEDICAL CENTRE,Atorvastatin,535
DOCTORS LANE SURGERY,Atorvastatin,315
DODDINGTON LUCS,Atorvastatin,29
DOG KENNEL LANE SURGERY,Atorvastatin,263
DOLPHIN HOUSE SURGERY,Atorvastatin,1249
DOLPHINS PRACTICE,Atorvastatin,565
DON VALLEY HEALTHCARE,Atorvastatin,1320
DONC CENTRAL ADULT CMHT,Buspirone hydrochloride,1
DONC SOUTH ADULT CMHT,Trazodone hydrochloride,6
DONCASTER CHILDRENS 0-19YRS COMM.SERV,Other emollient preparations,2
DONCASTER COMM CHILD SPECIALIST NURSES,Midazolam hydrochloride,6
DONCASTER DRUG & ALCOHOL SERVICES,Methadone hydrochloride,2208
DONCASTER ENHANCED CARE HOME TEAM,Lorazepam,12
DONCASTER SAME DAY HEALTH CENTRE,Phenoxymethylpenicillin (Penicillin V),147
DONCASTER URGENT CARE & OUT OF HOURS,Phenoxymethylpenicillin (Penicillin V),167
DONNEYBROOK MEDICAL CENTRE,Atorvastatin,845
DONNINGTON MEDICAL PARTNERSHIP,Atorvastatin,720
DONNINGTON MEDICAL PRACTICE,Atorvastatin,1188
DORDON & POLESWORTH GROUP PRACTICE,Atorvastatin,1383
DORKING COMMUNITY HEALTH & CARE TEAM,Co-codamol (Codeine phosphate/paracetamol),3
DORKING HEALTHCARE - EXTENDED ACCESS,Flucloxacillin sodium,16
DORKING HEALTHCARE LLP,Isotretinoin,30
DORKING MEDICAL PRACTICE,Atorvastatin,873
DORMERS WELLS MEDICAL CENTRE,Atorvastatin,345
DORRIDGE SURGERY,Atorvastatin,400
DORSET INT URGENT CARE,Amoxicillin,1
DOUGLAS GROVE SURGERY,Atorvastatin,739
DOUGLAS MACMILLAN HOSPICE,Oxycodone hydrochloride,19
DOVE RIVER,Atorvastatin,1006
DOVECOT HEALTH CENTRE,Atorvastatin,489
DOVERCOURT GROUP PRACTICE,Atorvastatin,1447
DOWNHALL PARK SURGERY,Omeprazole,145
DOWNHAM FAMILY MEDICAL PRACTICE,Atorvastatin,243
DOWNING DRIVE SURGERY (AJJ BENTLEY),Atorvastatin,633
DOWNING STREET GROUP PRACTICE,Atorvastatin,881
DOWNLANDS MEDICAL CENTRE,Atorvastatin,989
DOWNS WAY MEDICAL PRACTICE,Atorvastatin,1137
DOWNSFIELD MEDICAL CENTRE,Atorvastatin,299
DOWNTON SURGERY,Atorvastatin,697
DOWSETT ROAD SURGERY,Atorvastatin,339
DR A ARIF,Atorvastatin,448
DR A AZAM & PARTNERS,Atorvastatin,479
DR A BISARYA,Atorvastatin,252
DR A GUPTA BENIM MEDICAL CENTRE,Atorvastatin,265
DR A HAMID,Atorvastatin,310
DR A HUSSAIN,Atorvastatin,391
DR A MOGHAL'S PRACTICE,Atorvastatin,562
"DR A NAEEM & PARTNERS,THE NEW SURGERY",Atorvastatin,744
DR A SINHA,Omeprazole,353
DR A SULAKSHANA & PARTNERS,Atorvastatin,1190
DR AA ANSARI'S PRACTICE,Atorvastatin,598
DR ABBAS,Atorvastatin,1106
DR ABELA T PRACTICE,Atorvastatin,1004
DR AC MILNER,Lansoprazole,370
DR AHMAD & PTNRS,Atorvastatin,697
DR AKESTER & PARTNERS,Atorvastatin,716
DR ALI GUTTRIDGE MEDICAL CENTRE,Atorvastatin,284
DR ALI SURGERY,Atorvastatin,306
DR AM LEWIS' PRACTICE,Atorvastatin,410
DR ANDERSON & DR AHMED,Omeprazole,330
DR AP KUMAR,Ramipril,406
DR ARORA RK,Atorvastatin,643
DR AZIM & PARTNERS,Atorvastatin,404
DR B MODI,Atorvastatin,429
DR BAKER & PARTNERS,Atorvastatin,328
DR BEKAS MEDICAL CENTRE,Atorvastatin,101
DR BELLO'S SURGERY,Ramipril,196
DR BK JAISWAL'S PRACTICE,Atorvastatin,457
"DR CANISIUS & DR HASAN, PARKVIEW CFH&W",Atorvastatin,641
DR CARRAGHER AND NEAL AND AKHTAR,Atorvastatin,472
DR CHIN AND PARTNERS,Atorvastatin,1590
"DR CHIU, KOH AND GAN",Atorvastatin,484
DR CM PATEL'S SURGERY,Atorvastatin,210
DR CURRAN & PARTNERS,Atorvastatin,389
DR DAVIES & PARTNER,Atorvastatin,315
DR DAVIS'S MEDICAL PRACTICE,Atorvastatin,112
DR DAWOUD'S SURGERY,Ramipril,194
DR DEGUN & DR MACAULAY,Atorvastatin,506
DR DESHPANDE AM PRACTICE,Atorvastatin,462
DR DEVARAJA VC PRACTICE,Atorvastatin,318
DR DEWAN VK,Atorvastatin,221
DR DHITAL PRACTICE,Influenza,470
DR DO YATES' PRACTICE,Ramipril,632
DR DP SHAH'S PRACTICE,Atorvastatin,281
DR DV SHAH'S PRACTICE,Atorvastatin,446
DR EARNSHAW AND PARTNERS,Atorvastatin,461
DR ENHANCED CARE HOME SUPORT,Wound Management & Other Dressings,15
DR F GUPTA'S PRACTICE,Atorvastatin,404
DR F KHAN CARNAVON ROAD SURGERY,Atorvastatin,288
DR FIRTH AND PARTNERS,Atorvastatin,512
DR FOWLER,Atorvastatin,120
DR G LEES & PARTNERS,Atorvastatin,1228
DR GANDECHA & PARTNER,Atorvastatin,786
DR GC CHAJED'S PRACTICE,Atorvastatin,694
DR GILKAR,Atorvastatin,1061
DR GT HENDOW'S PRACTICE,Atorvastatin,331
DR GUDI PV & PARTNER,Atorvastatin,487
DR GUPTA,Atorvastatin,221
DR GWD BHIMA,Atorvastatin,152
DR H LLOYD'S PRACTICE,Atorvastatin,212
DR HANDA  & PARTNER,Atorvastatin,548
DR HANTSDOC N OOH,Amoxicillin,154
DR I RASIB & PARTNERS,Atorvastatin,430
DR I SALEH'S PRACTICE,Metformin hydrochloride,211
DR IA GILKAR & PARTNERS,Atorvastatin,465
DR INGRAM & PTRS,Atorvastatin,739
DR J GREIG & PARTNERS,Atorvastatin,603
DR JAD WEIR & PARTNERS,Atorvastatin,1669
DR JEHANGIR (SH),Lansoprazole,201
DR JJ MCPEAKES PRACTICE,Atorvastatin,548
DR JL HENDERSON & PARTNERS,Atorvastatin,1481
DR JO ARAYOMI'S PRACTICE,Atorvastatin,153
DR JOHNSON AND PARTNERS,Atorvastatin,454
DR JUDE'S PRACTICE - RIVERSIDE,Influenza,881
DR KERSHAWS HOSPICE,Capsaicin,1
DR KHAN & PARTNERS,Atorvastatin,540
DR KHAN'S PRACTICE,Atorvastatin,266
DR KHARE'S SURGERY,Lansoprazole,232
DR KHATRI CP,Omeprazole,419
DR KHUROO'S PRACTICE,Lansoprazole,175
DR KK CHAN & PARTNERS,Atorvastatin,835
DR KM ALKAISY PRACTICE,Atorvastatin,674
DR KRISHNAN & PTNR - KENT ELMS HC,Atorvastatin,527
DR KS UPTON'S PRACTICE,Atorvastatin,778
DR KULSHRESTHA FAMILY PRACTICE,Atorvastatin,137
DR KUMAR & PARTNER STUDFALL MEDICAL CTR,Atorvastatin,561
DR KUMAR & PTNR - SHOEBURY HC,Atorvastatin,731
DR KW MCGECHAEN & PARTNER,Atorvastatin,356
DR L FREEMAN & PARTNERS,Atorvastatin,1034
DR LOCAL CARE DIRECT OOH,Amoxicillin,1089
DR LONGFIELD AND PARTNERS,Atorvastatin,866
DR LOOMBA AND PARTNERS,Atorvastatin,211
DR M ASLAM'S PRACTICE,Lansoprazole,567
DR M DAKSHINA-MURTHI,Atorvastatin,148
DR M FATEH'S PRACTICE,Atorvastatin,446
DR M GOYAL'S PRACTICE,Atorvastatin,415
DR M SUARES' PRACTICE,Atorvastatin,445
DR MAASSARANI & PARTNERS,Influenza,2930
DR MAHER SHAKARCHI'S PRACTICE,Combined ethinylestradiol 30mcg,1
DR MAHMOOD & PARTNERS,Atorvastatin,270
DR MALHOTRA & PARTNERS,Omeprazole,604
DR MALIK - KENT ELMS HC,Atorvastatin,195
DR MANICKAM & PARTNER,Atorvastatin,230
DR MARKS PRACTICE,Amlodipine,218
DR MB GHAFOOR & PARTNERS,Atorvastatin,609
DR ME SILVER'S PRACTICE,Atorvastatin,267
DR MELLOR & PARTNERS,Atorvastatin,1309
DR MITCHELL,Bisoprolol fumarate,119
DR MK LAKHANI'S PRACTICE,Lansoprazole,389
DR MLR SIDDIQUI'S PRACTICE,Colecalciferol,204
DR MOHAMMED GREEN MAN MEDICAL CENTRE,Atorvastatin,395
DR MUDIGONDA,Atorvastatin,361
DR N DABAS'S PRACTICE,Atorvastatin,201
DR N DUMPHY & PARTNERS,Atorvastatin,513
DR N SADDIQ'S PRACTICE,Atorvastatin,286
DR NABI,Atorvastatin,439
DR NAMBISAN SURGERY,Atorvastatin,240
DR NASAH & PARTNERS,Atorvastatin,343
DR NAVIN KUMAR,Atorvastatin,413
DR NEWMAN,Omeprazole,248
DR NR PULMAN'S PRACTICE,Atorvastatin,1485
DR NW OSBORNE'S PRACTICE,Atorvastatin,455
DR OLIVER DK,Atorvastatin,476
DR OZ QURESHI,Atorvastatin,550
DR P & S POOLOGANATHAN,Atorvastatin,235
DR P CRAVEN'S PRACTICE,Atorvastatin,688
DR P D MILES AND DR R VALASAPALLI,Atorvastatin,452
DR P PRASAD'S PRACTICE,Atorvastatin,123
DR P SURESH BABU,Omeprazole,217
DR PASQUALI,Atorvastatin,374
DR PM PATEL,Atorvastatin,333
DR PS BATH'S PRACTICE,Omeprazole,231
"DR PUZEY,DR KOTHARI AND DR NANDA",Atorvastatin,1011
DR R BAGHDJIAN SURGERY,Lansoprazole,373
DR R CHIBBER'S PRACTICE,Metformin hydrochloride,237
DR R KAPUR & PARTNERS,Atorvastatin,390
DR R KHANCHANDANI'S PRACTICE,Atorvastatin,774
DR RAHIL'S SURGERY,Lansoprazole,333
DR RAOLU'S PRACTICE,Atorvastatin,408
DR RASOOL,Atorvastatin,369
DR RB KUMAR PRACTICE,Atorvastatin,322
"DR RK KUKAR, PARKVIEW CTR FOR H&W",Atorvastatin,165
DR ROBINSON & PARTNERS,Omeprazole,558
DR RS DURSTON'S PRACTICE,Atorvastatin,732
DR S HUSSAIN,Atorvastatin,343
DR S M CHEN & PARTNER,Atorvastatin,488
DR S MORCOS,Colecalciferol,267
DR S PHILLIPS AND DR M PATEL PRACTICE,Atorvastatin,326
DR S SHAFI,Influenza,381
DR SALAKO AND PARTNERS,Atorvastatin,1109
DR SANOMI,Atorvastatin,352
DR SEABROOK,Atorvastatin,411
DR SEGARAJASINGHE,Atorvastatin,171
DR SHANTIR PRACTICE,Atorvastatin,189
DR SHARMA & PARTNERS,Atorvastatin,334
DR SIMS AND PARTNERS,Atorvastatin,1168
DR SINGH M,Atorvastatin,410
DR SINHA & PARTNERS,Atorvastatin,985
DR SINHA & TAHIR,Atorvastatin,584
DR SIVANESAN & PARTNER,Atorvastatin,722
DR SJC CLAY'S PRACTICE,Omeprazole,203
DR SN CLAY AND PARTNERS,Atorvastatin,629
DR SOLWAY & DR MALLICK PRACTICE,Omeprazole,235
DR SOOD'S PRACTICE,Atorvastatin,124
DR SOORIAKUMARAN,Atorvastatin,302
DR SP TALPAHEWA,Atorvastatin,249
DR SPENCER & PARTNERS,Atorvastatin,1464
DR ST PIERRE-LIBBERTON,Atorvastatin,688
DR STEPHENSON & PARTNERS,Atorvastatin,1505
DR SUGUMAR AND PARTNER,Atorvastatin,346
DR SUMIRA,Atorvastatin,309
DR SZ HAIDER'S PRACTICE,Atorvastatin,412
DR T KRISHNAMURTHY,Atorvastatin,420
DR T P FOX & PARTNERS,Atorvastatin,1413
DR THORNILEY-WALKER & PARTNERS,Atorvastatin,601
DR TUN & PARTNERS,Omeprazole,618
DR U AKBAR,Atorvastatin,212
DR U K ROY,Lansoprazole,167
DR UI HAQUE N,Atorvastatin,376
