Prescriber,Substancia,Quantidade
COVENTRY ROAD PRACTICE,Atorvastatin,343
COVENTRY SMS,Methadone hydrochloride,1284
COVENTRY URGENT TREATMENT CENTRE,Flucloxacillin sodium,16
COVID-19 URGENT EYECARE SERVICE CHELT 2,Chloramphenicol,1
COVID-19 URGENT EYECARE SERVICE STROUD,Fluorometholone,1
COWES MEDICAL CENTRE,Atorvastatin,900
COWFOLD SURGERY,Atorvastatin,554
COWLEY ROAD MEDICAL PRACTICE,Atorvastatin,274
COXHOE MEDICAL PRACTICE,Atorvastatin,808
CPFT SPECIALIST SERVICE ELY AND FENS,Sacubitril/valsartan,4
CPFT SPECIALIST SERVICE PETERBOROUGH,Lamotrigine,4
CPT CRAWLEY,Methadone hydrochloride,5
CPT WORTHING,Methadone hydrochloride,1475
CRABBS CROSS MEDICAL CENTRE,Atorvastatin,308
CRABBS CROSS SURGERY,Atorvastatin,281
CRADLEY SURGERY,Omeprazole,403
CRAG'S HEALTH CARE,Atorvastatin,584
CRAMLINGTON MEDICAL GROUP,Atorvastatin,985
CRANBROOK MEDICAL PRACTICE,Sertraline hydrochloride,140
CRANBROOK SURGERY,Atorvastatin,379
CRANE PARK SURGERY,Atorvastatin,199
CRANES PARK ROAD SURGERY,Atorvastatin,139
CRANESWATER GROUP PRACTICE,Omeprazole,699
CRANFORD MEDICAL CENTRE,Atorvastatin,723
CRANHAM HEALTH CENTRE,Atorvastatin,371
CRANHAM VILLAGE SURGERY,Atorvastatin,1360
CRANLEIGH GARDENS MEDICAL CENTRE,Omeprazole,1093
CRANLEIGH MEDICAL PRACTICE,Atorvastatin,979
CRANSTOUN SANDWELL,Methadone hydrochloride,1109
CRANSTOUN SUTTON,Methadone hydrochloride,316
CRANSTOUN WOKINGHAM,Methadone hydrochloride,174
CRANSTOUN WORCESTERSHIRE,Methadone hydrochloride,1264
CRAVEN ARMS SURGERY,Atorvastatin,566
CRAVEN CENTRE - CRAVEN CMHT,Quetiapine,6
CRAVEN ROAD MEDICAL PRACTICE,Atorvastatin,1274
CRAWCROOK MEDICAL CENTRE,Atorvastatin,1283
CRAWFORD STREET SURGERY,Atorvastatin,240
CRAWLEY CLINICAL ASSESSMENT UNIT,Rivaroxaban,33
CRAWLEY ROAD MEDICAL CENTRE,Atorvastatin,396
CRAWLEY URGENT TREATMENT CENTRE,Flucloxacillin sodium,293
CRAYFORD TOWN SURGERY,Atorvastatin,710
CREDAS MEDICAL,Atorvastatin,1020
CREECH,Atorvastatin,471
CREFFIELD MEDICAL GROUP,Atorvastatin,2481
CRESCENT PROVIDENCE SURGERY,Omeprazole,632
CRESCENT SURGERY,Atorvastatin,137
CRESSEX HEALTH CENTRE,Atorvastatin,882
CRESWELL AND LANGWITH MEDICAL CENTRE,Atorvastatin,622
"CREWKERNE HEALTH CENTRE, CREWKERNE",Atorvastatin,1163
CRHTT EAST,Quetiapine,6
CRHTT WEST,Sertraline hydrochloride,12
CRI ATLANTIC HOUSE,Methadone hydrochloride,1195
CRI CAMDEN COMMUNITY DRUG TREATMENT SERV,Methadone hydrochloride,275
CRI HULL DRUGS INTERVENTION PROGRAMME,Methadone hydrochloride,2264
CRICH MEDICAL PRACTICE,Atorvastatin,501
CRICK MEDICAL PRACTICE,Atorvastatin,802
CRICKET GREEN MEDICAL PRACTICE,Atorvastatin,946
CRICKETFIELD SURGERY,Atorvastatin,930
CRICKLADE SURGERY,Omeprazole,441
CRICKLEWOOD HEALTH CENTRE,Colecalciferol,181
CRISIS RESPONSE TEAM,Amoxicillin,7
CROCUS MEDICAL PRACTICE,Atorvastatin,1137
CROFT HALL MEDICAL PRACTICE,Atorvastatin,544
CROFT MEDICAL CENTRE,Atorvastatin,2335
CROFT SHIFA HEALTH CENTRE,Atorvastatin,873
CROFTON AND SHARLSTON MED PRAC,Atorvastatin,1044
CROMER GROUP PRACTICE,Lansoprazole,1709
CROMPTON MEDICAL CENTRE,Atorvastatin,373
CROMPTON VIEW SURGERY,Atorvastatin,439
CROMWELL MEDICAL CENTRE,Atorvastatin,1165
CRONDALL NEW SURGERY,Atorvastatin,462
CROOKES PRACTICE,Levothyroxine sodium,417
CROPREDY SURGERY,Atorvastatin,599
CROSBY HOUSE SURGERY,Atorvastatin,704
CROSBY VILLAGE SURGERY,Atorvastatin,260
CROSLAND MOOR SURGERY,Atorvastatin,430
CROSS DEEP SURGERY,Atorvastatin,694
CROSS ROAD SURGERY,Atorvastatin,574
CROSS STREET HEALTH CENTRE,Atorvastatin,481
CROSSFELL HEALTH CENTRE,Atorvastatin,1088
CROSSLANDS SURGERY,Atorvastatin,573
CROSSWAYS PRACTICE,Atorvastatin,235
CROUCH HALL ROAD SURGERY,Atorvastatin,320
CROUCH OAK FAMILY PRACTICE,Atorvastatin,679
CROWBOROUGH HOSPITAL MINOR INJURIES UNIT,Flucloxacillin sodium,2
CROWHALL MEDICAL CENTRE,Atorvastatin,907
CROWN HEIGHTS MEDICAL CENTRE,Omeprazole,1705
CROWN HOUSE SURGERY,Atorvastatin,1224
CROWN MEDICAL CENTRE,Atorvastatin,954
CROWN MEDICAL PRACTICE,Atorvastatin,930
CROWN STREET SURGERY,Atorvastatin,1890
CROWN SURGERY,Atorvastatin,926
CROWN WOOD MEDICAL CENTRE,Atorvastatin,321
CROYDON DIABETES INTEGRATED SERVICE,Insulin aspart,2
CROYDON GP HUBS,Flucloxacillin sodium,228
CROYDON HEALTH SERVICES - COMMUNITY SERV,Emollients,52
CROYDON URGENT CARE CENTRE - VIRGIN CARE,Hydrocortisone,2
CRUDDAS PARK SURGERY,Atorvastatin,1692
CRYSTAL PEAKS MEDICAL CENTRE,Atorvastatin,830
CSH COMMUNITY NURSING NWSCCG,Sacubitril/valsartan,17
CSH SPECIALIST NURSING NWSCCG,Sacubitril/valsartan,7
CSN PCN EXTENDED HOURS,Folic acid,7
CSP AT SPA,Isotretinoin,27
CSRPRESTON COMMUNITY DERMATOLOGY SERVICE,Emollients,76
CSS DERMATOLOGY SERVICE,Isotretinoin,60
CSS GYNAECOLOGY SERVICE,Prednisolone,13
CUBBINGTON RD SURGERY,Atorvastatin,500
CUCKFIELD MEDICAL CENTRE,Atorvastatin,486
CUFFLEY AND GOFFS OAK MEDICAL PRACTICE,Atorvastatin,1337
CULCHETH MEDICAL CENTRE,Omeprazole,976
CULTURE FUSION - EIP,Diazepam,5
CULVERHAY SURGERY,Atorvastatin,990
CUMBERLAND HOUSE,Atorvastatin,775
CUMBERLAND HOUSE SURGERY,Atorvastatin,2793
CUMBERLAND MEDICAL CENTRE,Atorvastatin,535
CUMBRIA HLTH ON CALL (N) OOH,Nitrofurantoin,182
CUMBRIA MEDICAL SERVICES LTD,Emollients,126
CUMBRIA PARTNERSHIP NHSFT,Wound Management & Other Dressings,149
CUSTOM HOUSE SURGERY,Atorvastatin,908
CUTLERS HILL SURGERY,Atorvastatin,1154
CWAC SEXUAL HEALTH,Moxifloxacin,2
CWP (WEST) PHYSICAL HEALTH,Clarithromycin,16
CYP NEURODEVELOPMENTAL SERVICE,Methylphenidate hydrochloride,332
CYP RESPONSE TEAM,Fluoxetine hydrochloride,1
CYPS - ACORN HOUSE,Sertraline hydrochloride,7
CYPS - EVERGREEN HOUSE,Fluoxetine hydrochloride,21
CYPS - MARSBURG HOUSE,Fluoxetine hydrochloride,2
DAART,Apixaban,3
DACORUM EXTENDED ACCESS,Amoxicillin,22
DADHANIA SURGERY,Atorvastatin,171
DALE MEDICAL PRACTICE,Atorvastatin,347
DALEFIELD SURGERY,Omeprazole,623
DALEHAM GARDENS HEALTH CENTRE,Atorvastatin,90
DALLAM LANE MEDICAL CENTRE,Atorvastatin,206
DALSTON MEDICAL GROUP,Atorvastatin,769
DALTON SURGERY,Atorvastatin,981
DALTON TERRACE SURGERY,Atorvastatin,633
DAM HEAD MEDICAL CENTRE,Atorvastatin,317
DANEBRIDGE MEDICAL CENTRE,Atorvastatin,2298
DANEBURY AVENUE SURGERY,Atorvastatin,304
DANES CAMP MEDICAL CENTRE,Atorvastatin,781
DANETRE MEDICAL PRACTICE,Atorvastatin,1266
DAPDUNE HOUSE SURGERY,Atorvastatin,419
DARLASTON FAMILY PRACTICE,Atorvastatin,235
DARLASTON HEALTH CENTRE,Atorvastatin,195
DARLINGTON 0-19 HCP,Miconazole nitrate,1
DARLINGTON CCG FT COMMUNITY PRACTICE,Morphine sulfate,17
DARLINGTON PALLIATIVE CARE,Hyoscine butylbromide,6
DARTFORD EAST HEALTH CENTRE,Atorvastatin,869
DARTFORD WEST HEALTH CENTRE,Atorvastatin,491
DARTMOUTH MEDICAL PRACTICE,Omeprazole,804
DARTON HEALTH CENTRE PRACTICE,Atorvastatin,311
DARWEN HEALTHCARE,Atorvastatin,1241
DARWEN HEALTHLINK,Omeprazole,1307
DARWIN MEDICAL CENTRE,Atorvastatin,1575
DASHWOOD MEDICAL CENTRE,Atorvastatin,602
DASHWOOD PCN,Codeine phosphate,1
DATCHET HEALTH CENTRE,Atorvastatin,666
DAVENAL HOUSE SURGERY,Atorvastatin,620
DAVENPORT HOUSE SURGERY,Atorvastatin,624
DAVID LEWIS MEDICAL PRACTICE,Amitriptyline hydrochloride,1
DAVID MEDICAL CENTRE,Omeprazole,597
DAVYHULME MEDICAL CENTRE,Atorvastatin,1164
DAWLEY MEDICAL PRACTICE,Atorvastatin,849
DAWN CLINIC,Methotrexate,218
DAY LEWIS SOUTHBOROUGH OPTICIANS,Latanoprost,2
DAYBROOK MEDICAL PRACTICE,Atorvastatin,832
DCHS ASHGATE HOSPICE,Dexamethasone,1
DCHS COMMUNITY SERVICES,Lymphoedema Garments,243
DCHS NORTH DERBYSHIRE CCG,Furosemide,1
DCHS POST COVID ASSESSMENT SERVICE,Beclometasone dipropionate,11
DCHS URGENT TREATMENT CENTRE,Flucloxacillin sodium,74
DDES CCG FT COMMUNITY PRACTICE,Morphine sulfate,87
DE BEAUVOIR SURGERY,Atorvastatin,300
DE MONTFORT SURGERY,Atorvastatin,310
DEAL DERMATOLOGY CLINIC,Adapalene,1
DEAL TREE HEALTH CENTRE,Atorvastatin,669
DEAN CROSS SURGERY,Atorvastatin,898
DEANE CLINIC 1,Atorvastatin,304
DEANE MEDICAL CENTRE,Atorvastatin,364
DEANESLEY RADIOGRAPHER,Emollients,30
DEARDEN AVENUE MEDICAL PRACTICE,Atorvastatin,284
DEARNE VALLEY GROUP PRACTICE,Atorvastatin,1271
DEARNE VALLEY HEALTH CENTRE,Atorvastatin,416
DEBENHAM GROUP PRACTICE,Atorvastatin,1027
DEDDINGTON HEALTH CENTRE,Atorvastatin,1430
DEEPCAR MEDICAL CENTRE,Atorvastatin,580
DEER PARK FAMILY MEDICAL PRACTICE,Atorvastatin,589
DEERNESS PARK MEDICAL GROUP,Atorvastatin,2927
DELAMERE MEDICAL PRACTICE,Atorvastatin,1386
DELL MEDICAL CENTRE,Atorvastatin,705
DELTA HEALTHCARE,Lansoprazole,203
DEMONTFORT MEDICAL CENTRE,Atorvastatin,625
DENABY MEDICAL PRACTICE,Atorvastatin,436
DENHAM MEDICAL CENTRE,Lansoprazole,613
DENMARK ROAD MEDICAL CENTRE,Omeprazole,542
DENMARK ROAD SURGERY,Amlodipine,339
DENMARK STREET SURGERY,Atorvastatin,1462
DENMEAD HEALTH CENTRE,Atorvastatin,700
DENTON MEDICAL PRACTICE,Atorvastatin,879
DENTON PARK MEDICAL GROUP,Atorvastatin,1354
DENTON TURRET MEDICAL CENTRE,Atorvastatin,1528
DENTON VILLAGE SURGERY,Atorvastatin,906
DEPARTMENT OF PODIATRIC SURGERY,Flucloxacillin sodium,1
DEPT OF ELDERLY MEDICINE - ACCRINGTON,Lactulose,1
DEPTFORD MEDICAL CENTRE,Atorvastatin,153
DEPTFORD SURGERY,Sertraline hydrochloride,161
DEPUTISING SERVICES,Beclometdiprop/formoterol/glycopyrronium,1
DERBY CITY NORTH PRIMARY CARE LTD,Amoxicillin,25
DERBY CITY SOUTH HEALTHCARE LTD,Dapsone,1
DERBY FAMILY MEDICAL CENTRE,Atorvastatin,526
DERBY LANE MEDICAL CENTRE,Atorvastatin,301
DERBY MEDICAL CENTRE,Atorvastatin,549
DERBY ROAD HEALTH CENTRE,Atorvastatin,619
DERBY ROAD PRACTICE,Omeprazole,929
DERBY URGENT TREATMENT CENTRE,Flucloxacillin sodium,289
DERMATOLOGY CLINIC,Emollients,17
DERMATOLOGY CLINIC (REMOTE),Isotretinoin,9
DERMATOLOGY CLINIC CECS,Clobetasone butyrate,6
DERMATOLOGY DEPARTMENT,Clobetasol propionate,3
DERMATOLOGY DEPARTMENT CANNOCK,Other emollient preparations,30
DERMATOLOGY GPSI,Terbinafine hydrochloride,14
DERMATOLOGY GPSI (SUTTON),Clindamycin hydrochloride,1
DERMATOLOGY GPSI DEVONPORT HC,Emollients,4
DERMATOLOGY HEALTH SERVICE AT WOLVES,Isotretinoin,60
DERMATOLOGY OUTPATIENT CLINIC,Prednisolone,2
DERMATOLOGY SERVICE,Fluorouracil (Sunscreen),7
DERMATOLOGY SERVICES E&N,Emollients,28
DERMATOLOGY TIER TWO SERVICE,Emollients,67
DERMATOLOGY-MERTON CCG,Other emollient preparations,5
DERRY COURT MEDICAL PRACTICE,Atorvastatin,530
DERRY DOWNS SURGERY,Atorvastatin,319
DERWENT CRESCENT MEDICAL CENTRE,Colecalciferol,364
DERWENT MEDICAL CENTRE,Atorvastatin,245
DERWENT PRACTICE,Atorvastatin,1947
DERWENT VALLEY MEDICAL PRACTICE,Atorvastatin,691
DERWENTSIDE DERMATOLOGY,Emollients,34
DERWENTSIDE GP EXTENDED ACCESS SERVICE,Flucloxacillin sodium,13
DESBOROUGH SURGERY,Atorvastatin,556
DESFORD MEDICAL CENTRE,Lansoprazole,418
DEVANEY MED CTR,Atorvastatin,515
DEVON DOCTORS - SOMERSET OOH,Nitrofurantoin,15
DEVON DOCTORS ON CALL OOH,Nitrofurantoin,394
DEVON ROAD SURGERY,Atorvastatin,554
DEVON SQUARE SURGERY,Atorvastatin,605
DEVONPORT HEALTH CENTRE,Atorvastatin,954
DEVONSHIRE GREEN MEDICAL CENTRE,Colecalciferol,667
DEWEY PRACTICE (DR CHRISTOPHER),Atorvastatin,405
DGS HEALTH,Amoxicillin,253
DGS OOH (INTEGRATED CARE 24 LTD),Amoxicillin,91
DGSS ADULT COMM SERVICES (DGS) LOCALITY,Bisoprolol fumarate,1
DGSS ADULT COMM SERVICES (S LOCALITY),Spironolactone,8
DGSS INPATIENT SERVICES - DARTFORD,Buprenorphine,4
DGSS INPATIENT SERVICES - SHEPPEY,Buprenorphine,5
DGSS INPATIENT SERVICES - SITTINGBOURNE,Gabapentin,3
DHCFT HEALTH VISITING,Miconazole,1
DHU HEALTH CARE CIC,Amoxicillin,18
DHU HEALTH CARE CIC OOH,Flucloxacillin sodium,358
DIABETES,Other Appliances,17
DIABETES CARE FOR YOU B&H,Other Appliances,8
DIABETES CARE FOR YOU HWLH,Insulin detemir,1
DIABETES CENTRE,Detection Sensor Interstitial Fluid/Gluc,18
DIABETES CLINIC,Dapagliflozin,1
DIABETES CLINIC(NORTH),Insulin Lispro,2
DIABETES COMMUNITY SERVICE,Isophane insulin,1
DIABETES GPSI,Other Appliances,25
DIABETES INTERMEDIATE CARE TEAM,Other Appliances,53
DIABETES SERVICE STOKE AND NORTH,Semaglutide,42
DIABETES SERVICE TMH,Insulin degludec,1
DIABETES SPECIALIST NURSE SERVICE,Other Appliances,4
DIABETES TECHNOLOGIES,Detection Sensor Interstitial Fluid/Gluc,33
DIABETES TIER TWO SERVICE,Other Appliances,7
DIAMOND HEALTH GROUP,Atorvastatin,1020
DICKENS PLACE SURGERY,Atorvastatin,497
DICKENSON ROAD MEDICAL CENTRE,Atorvastatin,851
DIDCOT HEALTH CENTRE PRACTICE,Omeprazole,942
DIDSBURY MEDICAL CENTRE - DR WHITAKER,Atorvastatin,801
DIGITAL MEDICAL SUPPLY UK LTD (LIVI),Citalopram hydrobromide,2
DILL HALL SURGERY,Atorvastatin,247
DILSTON MEDICAL CENTRE,Atorvastatin,544
DINAS LANE MEDICAL CENTRE,Atorvastatin,1086
DINGLE PARK PRACTICE,Atorvastatin,837
DINNINGTON GROUP PRACTICE,Atorvastatin,2959
DISHLEY GRANGE MEDICAL PRACTICE,Atorvastatin,779
DISTINGTON SURGERY,Atorvastatin,799
DISTRICT EARLY INTERVENTION IN PSYCHOSIS,Olanzapine,2
DISTRICT NURSES,Lymphoedema Garments,6
DISTRICT NURSES SWBH,Wound Management & Other Dressings,2156
DMC - GRANTHAM HOSPITAL (VISITING SERV),Isotretinoin,8
DMC CHADWICK ROAD,Atorvastatin,433
DMC COMMUNITY DERM BRENT,Clobetasol propionate,29
DMC COMMUNITY DERM HARROW,Isotretinoin,13
DMC COMMUNITY DERMATOLOGY ERY,Isotretinoin,14
DMC COMMUNITY DERMATOLOGY LECCG,Other emollient preparations,33
DMC COMMUNITY DERMATOLOGY RBWF,Isotretinoin,77
DMC COMMUNITY DERMATOLOGY SFSS,Isotretinoin,32
DMC COMMUNITY DERMATOLOGY WAKEFIELD CCG,Isotretinoin,32
DOCKHAM SURGERY,Atorvastatin,522
DOCKLANDS MEDICAL CENTRE,Atorvastatin,602
DOCTORS LANE SURGERY,Atorvastatin,418
DODDINGTON LUCS,Lansoprazole,6
DOG KENNEL LANE SURGERY,Atorvastatin,269
DOLPHIN HOUSE SURGERY,Atorvastatin,1324
DOLPHINS PRACTICE,Atorvastatin,561
DON VALLEY HEALTHCARE,Atorvastatin,1404
DONC SOUTH ADULT CMHT,Promethazine hydrochloride,4
DONC SOUTH OP CMHT,Quetiapine,1
DONCASTER CHILDRENS 0-19YRS COMM.SERV,Light liquid paraffin,2
DONCASTER COMM CHILD SPECIALIST NURSES,Sodium valproate,7
DONCASTER DRUG & ALCOHOL SERVICES,Methadone hydrochloride,2519
DONCASTER ENHANCED CARE HOME TEAM,Memantine hydrochloride,15
DONCASTER SAME DAY HEALTH CENTRE,Phenoxymethylpenicillin (Penicillin V),137
DONCASTER URGENT CARE & OUT OF HOURS,Phenoxymethylpenicillin (Penicillin V),133
DONNEYBROOK MEDICAL CENTRE,Atorvastatin,908
DONNINGTON MEDICAL PARTNERSHIP,Atorvastatin,791
DONNINGTON MEDICAL PRACTICE,Atorvastatin,1300
DONNINGTON SKIN CLINIC,Isotretinoin,2
DORDON & POLESWORTH GROUP PRACTICE,Atorvastatin,1521
DORKING COMMUNITY HEALTH & CARE TEAM,Doxycycline hyclate,2
DORKING HEALTHCARE - EXTENDED ACCESS,Amoxicillin,14
DORKING HEALTHCARE LLP,Isotretinoin,30
DORKING MEDICAL PRACTICE,Atorvastatin,806
DORMERS WELLS MEDICAL CENTRE,Atorvastatin,340
DORRIDGE SURGERY,Atorvastatin,422
DORSET INT URGENT CARE,Citalopram hydrobromide,1
DOUGLAS GROVE SURGERY,Atorvastatin,758
DOUGLAS MACMILLAN HOSPICE,Oxycodone hydrochloride,33
DOVE RIVER,Atorvastatin,1041
DOVECOT HEALTH CENTRE,Atorvastatin,465
DOVERCOURT GROUP PRACTICE,Atorvastatin,1430
DOWNHALL PARK SURGERY,Atorvastatin,140
DOWNHAM FAMILY MEDICAL PRACTICE,Atorvastatin,276
DOWNING DRIVE SURGERY (AJJ BENTLEY),Atorvastatin,665
DOWNING STREET GROUP PRACTICE,Atorvastatin,872
DOWNLANDS MEDICAL CENTRE,Atorvastatin,1058
DOWNS WAY MEDICAL PRACTICE,Atorvastatin,1013
DOWNSFIELD MEDICAL CENTRE,Atorvastatin,346
DOWNTON SURGERY,Atorvastatin,680
DOWSETT ROAD SURGERY,Atorvastatin,332
DR A ARIF,Atorvastatin,463
DR A AZAM & PARTNERS,Atorvastatin,481
DR A BISARYA,Atorvastatin,263
DR A GUPTA BENIM MEDICAL CENTRE,Atorvastatin,280
DR A HAMID,Atorvastatin,293
DR A HUSSAIN,Atorvastatin,408
DR A MOGHAL'S PRACTICE,Atorvastatin,691
"DR A NAEEM & PARTNERS,THE NEW SURGERY",Atorvastatin,761
DR A SINHA,Omeprazole,364
DR A SULAKSHANA & PARTNERS,Atorvastatin,1331
DR AA ANSARI'S PRACTICE,Atorvastatin,688
DR ABBAS,Atorvastatin,1159
DR ABELA T PRACTICE,Atorvastatin,1068
DR AC MILNER,Lansoprazole,398
DR AHMAD & PTNRS,Atorvastatin,669
DR AKESTER & PARTNERS,Atorvastatin,352
DR ALI GUTTRIDGE MEDICAL CENTRE,Atorvastatin,334
DR ALI SURGERY,Atorvastatin,292
DR AM LEWIS' PRACTICE,Atorvastatin,460
DR ANDERSON & DR AHMED,Atorvastatin,337
DR AP KUMAR,Ramipril,410
DR ARORA RK,Atorvastatin,739
DR AZIM & PARTNERS,Atorvastatin,382
DR B MODI,Atorvastatin,456
DR BAKER & PARTNERS,Atorvastatin,340
DR BEKAS MEDICAL CENTRE,Atorvastatin,103
DR BELLO'S SURGERY,Ramipril,202
DR BK JAISWAL'S PRACTICE,Atorvastatin,517
"DR CANISIUS & DR HASAN, PARKVIEW CFH&W",Atorvastatin,677
DR CARRAGHER AND NEAL AND AKHTAR,Atorvastatin,515
DR CHIN AND PARTNERS,Atorvastatin,1855
"DR CHIU, KOH AND GAN",Atorvastatin,453
DR CM PATEL'S SURGERY,Atorvastatin,208
DR CURRAN & PARTNERS,Atorvastatin,387
DR DAVIES & PARTNER,Atorvastatin,317
DR DAVIS'S MEDICAL PRACTICE,Atorvastatin,113
DR DAWOUD'S SURGERY,Lansoprazole,188
DR DEGUN & DR MACAULAY,Atorvastatin,523
DR DESHPANDE AM PRACTICE,Atorvastatin,459
DR DEVARAJA VC PRACTICE,Atorvastatin,322
DR DEWAN VK,Atorvastatin,253
DR DHITAL PRACTICE,Atorvastatin,311
DR DO YATES' PRACTICE,Ramipril,656
DR DP SHAH'S PRACTICE,Atorvastatin,311
DR DV SHAH'S PRACTICE,Atorvastatin,520
DR EARNSHAW AND PARTNERS,Atorvastatin,502
DR ENHANCED CARE HOME SUPORT,Amoxicillin,10
DR F GUPTA'S PRACTICE,Atorvastatin,421
DR F KHAN CARNAVON ROAD SURGERY,Atorvastatin,281
DR FIRTH AND PARTNERS,Atorvastatin,540
DR FOWLER,Atorvastatin,131
DR G LEES & PARTNERS,Atorvastatin,1231
DR GANDECHA & PARTNER,Atorvastatin,872
DR GC CHAJED'S PRACTICE,Atorvastatin,746
DR GILKAR,Atorvastatin,1148
DR GT HENDOW'S PRACTICE,Atorvastatin,343
DR GUDI PV & PARTNER,Atorvastatin,443
DR GUPTA,Atorvastatin,222
DR GWD BHIMA,Atorvastatin,152
DR H LLOYD'S PRACTICE,Atorvastatin,179
DR HANDA  & PARTNER,Atorvastatin,531
DR HANTSDOC N OOH,Amoxicillin,88
DR I RASIB & PARTNERS,Atorvastatin,471
DR I SALEH'S PRACTICE,Metformin hydrochloride,201
DR IA GILKAR & PARTNERS,Atorvastatin,522
DR INGRAM & PTRS,Atorvastatin,762
DR J GREIG & PARTNERS,Atorvastatin,661
DR JAD WEIR & PARTNERS,Atorvastatin,1763
DR JEHANGIR (SH),Lansoprazole,229
DR JJ MCPEAKES PRACTICE,Atorvastatin,548
DR JL HENDERSON & PARTNERS,Atorvastatin,1380
DR JO ARAYOMI'S PRACTICE,Atorvastatin,165
DR JOHNSON AND PARTNERS,Atorvastatin,371
DR JUDE'S PRACTICE - RIVERSIDE,Atorvastatin,645
DR KERSHAWS HOSPICE,Glycopyrronium bromide,4
DR KHAN & PARTNERS,Atorvastatin,570
DR KHAN'S PRACTICE,Atorvastatin,324
DR KHARE'S SURGERY,Lansoprazole,241
DR KHATRI CP,Omeprazole,408
DR KHUROO'S PRACTICE,Atorvastatin,189
DR KK CHAN & PARTNERS,Atorvastatin,810
DR KM ALKAISY PRACTICE,Atorvastatin,754
DR KRISHNAN & PTNR - KENT ELMS HC,Atorvastatin,434
DR KS UPTON'S PRACTICE,Atorvastatin,771
DR KULSHRESTHA FAMILY PRACTICE,Atorvastatin,143
DR KUMAR & PARTNER STUDFALL MEDICAL CTR,Atorvastatin,558
DR KUMAR & PTNR - SHOEBURY HC,Atorvastatin,717
DR KW MCGECHAEN & PARTNER,Atorvastatin,354
DR L FREEMAN & PARTNERS,Atorvastatin,1168
DR LOCAL CARE DIRECT OOH,Flucloxacillin sodium,910
DR LONGFIELD AND PARTNERS,Atorvastatin,892
DR M ASLAM'S PRACTICE,Lansoprazole,602
DR M DAKSHINA-MURTHI,Atorvastatin,165
DR M FATEH'S PRACTICE,Atorvastatin,406
DR M GOYAL'S PRACTICE,Atorvastatin,461
DR M SUARES' PRACTICE,Atorvastatin,583
DR MAASSARANI & PARTNERS,Lansoprazole,746
DR MAHMOOD & PARTNERS,Atorvastatin,294
DR MALHOTRA & PARTNERS,Atorvastatin,642
DR MALIK - KENT ELMS HC,Atorvastatin,215
DR MANICKAM & PARTNER,Atorvastatin,238
DR MARKS PRACTICE,Amlodipine,242
DR MB GHAFOOR & PARTNERS,Atorvastatin,586
DR ME SILVER'S PRACTICE,Lansoprazole,287
DR MELLOR & PARTNERS,Atorvastatin,1686
DR MITCHELL,Bisoprolol fumarate,130
DR MK LAKHANI'S PRACTICE,Lansoprazole,367
DR MLR SIDDIQUI'S PRACTICE,Atorvastatin,214
DR MOHAMMED GREEN MAN MEDICAL CENTRE,Atorvastatin,447
DR MUDIGONDA,Atorvastatin,387
DR N DABAS'S PRACTICE,Atorvastatin,193
DR N DUMPHY & PARTNERS,Atorvastatin,522
DR N SADDIQ'S PRACTICE,Atorvastatin,291
DR NABI,Atorvastatin,398
DR NAMBISAN SURGERY,Atorvastatin,254
DR NASAH & PARTNERS,Atorvastatin,386
DR NAVIN KUMAR,Atorvastatin,386
DR NEWMAN,Atorvastatin,277
DR NR PULMAN'S PRACTICE,Atorvastatin,1441
DR NW OSBORNE'S PRACTICE,Atorvastatin,465
DR OLIVER DK,Atorvastatin,489
DR OZ QURESHI,Atorvastatin,579
DR P & S POOLOGANATHAN,Atorvastatin,276
DR P CRAVEN'S PRACTICE,Atorvastatin,706
DR P D MILES AND DR R VALASAPALLI,Atorvastatin,467
DR P PRASAD'S PRACTICE,Atorvastatin,132
DR P SURESH BABU,Omeprazole,242
DR PASQUALI,Atorvastatin,385
DR PM PATEL,Atorvastatin,337
DR PS BATH'S PRACTICE,Omeprazole,269
"DR PUZEY,DR KOTHARI AND DR NANDA",Atorvastatin,1045
DR R BAGHDJIAN SURGERY,Lansoprazole,379
DR R CHIBBER'S PRACTICE,Metformin hydrochloride,245
DR R KAPUR & PARTNERS,Atorvastatin,374
DR R KHANCHANDANI'S PRACTICE,Atorvastatin,809
DR RAHIL'S SURGERY,Lansoprazole,369
DR RAOLU'S PRACTICE,Atorvastatin,421
DR RAPID COMMUNITY RESPONSE SERVICE,Flucloxacillin sodium,1
DR RASOOL,Atorvastatin,377
"DR RK KUKAR, PARKVIEW CTR FOR H&W",Atorvastatin,156
DR ROBINSON & PARTNERS,Omeprazole,585
DR RS DURSTON'S PRACTICE,Atorvastatin,750
DR S HUSSAIN,Atorvastatin,377
DR S M CHEN & PARTNER,Atorvastatin,590
DR S MORCOS,Colecalciferol,251
DR S PHILLIPS AND DR M PATEL PRACTICE,Atorvastatin,346
DR S SHAFI,Colecalciferol,292
DR SALAKO AND PARTNERS,Atorvastatin,1287
DR SANOMI,Atorvastatin,354
DR SEABROOK,Atorvastatin,434
DR SEGARAJASINGHE,Atorvastatin,223
DR SHANTIR PRACTICE,Atorvastatin,201
DR SHARMA & PARTNERS,Atorvastatin,363
DR SIMS AND PARTNERS,Atorvastatin,1212
DR SINGH M,Atorvastatin,403
DR SINHA & PARTNERS,Atorvastatin,1034
