Prescribers,Novo
GREAT BRIDGE P/SHIP FOR HEALTH,Sim
GREAT CHAPEL STREET MEDICAL CENTRE,Sim
GREAT ECCLESTON HLTH CTR,Sim
GREAT HARWOOD MEDICAL GROUP,Sim
GREAT HARWOOD SURGERY,Sim
GREAT HOLLANDS PRACTICE,Sim
GREAT HOMER STREET MEDICAL CENTRE,Sim
GREAT LEVER ONE,Sim
GREAT LUMLEY SURGERY,Sim
GREAT MASSINGHAM SURGERY,Sim
GREAT NORTH MEDICAL GROUP,Sim
GREAT OAKLEY MEDICAL CENTRE,Sim
GREAT STAUGHTON SURGERY,Sim
GREAT SUTTON MEDICAL CENTRE,Sim
GREAT WITLEY SURGERY,Sim
GREEN CEDARS MEDICAL CENTRE,Sim
GREEN CROSS GROUP PRACTICE,Sim
GREEN LANE MEDICAL CENTRE,Sim
GREEN LANE SURGERY,Sim
"GREEN LANE, GOODMAYES MEDICAL PRACTICE",Sim
GREEN MEADOWS SURGERY,Sim
GREEN PORCH MEDICAL PARTNERSHIP,Sim
GREEN PRACTICE,Sim
GREEN RIDGE SURGERY,Sim
GREEN STREET GREEN MED CT,Sim
GREEN WRYTHE SURGERY,Sim
GREENBANK DRIVE SURGERY,Sim
GREENBANK MEDICAL PRACTICE,Sim
GREENBANK ROAD SURGERY,Sim
GREENBANK SURGERY,Sim
GREENBROOK BEDFONT,Sim
GREENDALE PRIMARY CARE CENTRE,Sim
GREENFIELD MEDICAL CENTRE,Sim
GREENFIELDS MEDICAL CENTRE (YVS RAO),Sim
GREENFORD AVENUE FHP,Sim
GREENFORD ROAD MED.CTR.,Sim
GREENGATE MEDICAL CENTRE,Sim
GREENGATES MEDICAL GROUP,Sim
GREENHEAD FAMILY DOCTORS,Sim
GREENLANDS SURGERY,Sim
GREENMOSS MEDICAL CENTRE,Sim
GREENS NORTON & WEEDON MEDICAL PRACTICE,Sim
GREENSAND SURGERY (AMPTHILL),Sim
GREENSANDS,Sim
GREENSANDS (POTTON),Sim
GREENSIDE MEDICAL PRACTICE,Sim
GREENSIDE SURGERY,Sim
GREENVIEW SURGERY,Sim
GREENWAY COMMUNITY PRACTICE,Sim
GREENWICH COMMUNITY HEALTH SERVICES,Sim
GREENWICH HEALTH LTD,Sim
GREENWICH PENINSULA,Sim
GREENWOOD SURGERY,Sim
GREET MEDICAL PRACTICE,Sim
GRENOSIDE SURGERY,Sim
GRESLEYDALE HEALTHCARE CENTRE,Sim
GREY GABLE SURGERY,Sim
GREYFRIARS SURGERY,Sim
GREYLAND MEDICAL CENTRE,Sim
GREYSTOKE SURGERY,Sim
GREYSTONE HOUSE SURGERY,Sim
GREYSTONES MEDICAL CENTRE,Sim
GRIFFITHS DRIVE MEDICAL PRACTICE,Sim
GRIMETHORPE SURGERY,Sim
GRIMSTON MEDICAL CENTRE,Sim
GROBY ROAD MEDICAL CENTRE (ID PATCHETT),Sim
GROBY SURGERY,Sim
GROOMBRIDGE AND HARTFIELD MEDICAL GROUP,Sim
GROSVENOR & ST JAMES MEDICAL CENTRE,Sim
GROSVENOR HOUSE SURGERY,Sim
GROSVENOR MEDICAL CENTRE,Sim
GROUND FLOOR LANARK MEDICAL CENTRE,Sim
GROVE HILL MEDICAL CENTRE,Sim
GROVE HOUSE PRACTICE,Sim
GROVE HOUSE SURGERY,Sim
GROVE MEDICAL CENTRE,Sim
GROVE MEDICAL PRACTICE,Sim
GROVE PARK SURGERY,Sim
GROVE PARK TERRACE SURGERY,Sim
GROVE RD SURGERY,Sim
GROVE ROAD SURGERY,Sim
GROVE SURGERY,Sim
GROVE VILLAGE MEDICAL CENTRE,Sim
GROVEHURST SURGERY,Sim
GROVELANDS MEDICAL CENTRE,Sim
GSST DERMATOLOGY OUTREACH SERVICE,Sim
GTD HEALTHCARE CHORLEY OOH,Sim
GTD HEALTHCARE GP SERVICE OOH,Sim
GTD HEALTHCARE PRESTON OOH,Sim
GUARDIAN STREET MED/CTR,Sim
GUDGEHEATH LANE SURGERY,Sim
GUIDE BRIDGE MEDICAL PRACTICE,Sim
GUIDEPOST MEDICAL GROUP,Sim
GUILDFORD RIVERS PRACTICE,Sim
GUILDHALL STREET SURGERY,Sim
GUILDOWNS GROUP PRACTICE,Sim
GUISELEY AND YEADON MEDICAL PRACTICE,Sim
GUN LANE MEDICAL CENTRE,Sim
GURU NANAK MEDICAL CENTRE,Sim
GUTTERIDGE MEDICAL CENTRE,Sim
GWH NHS FT,Sim
GWR PCN HUB,Sim
GYNAECOLOGY SERVICES,Sim
GYW SPECIALIST PALLIATIVE CARE SERVICE,Sim
H&F CCGS WEEKEND PLUS SERVICE,Sim
H&R P C SPECIAL SCHEME,Sim
H-DOCS ON CALL OOH,Sim
HACKBRIDGE MEDICAL CENTRE,Sim
HACKENTHORPE MEDICAL CENTRE,Sim
HACKNESS ROAD SURGERY,Sim
HADDENHAM MEDICAL CENTRE,Sim
HADDENHAM SURGERY,Sim
HADEN VALE SURGERY,Sim
HADLEIGH BOXFORD GROUP PRACTICE,Sim
HADLOW MEDICAL CENTRE,Sim
HADRIAN HEALTH CENTRE,Sim
HADRIAN PRIMARY CARE ALLIANCE,Sim
HADWEN HEALTH,Sim
HAGLEY SURGERY,Sim
HAIDERIAN MEDICAL CENTRE,Sim
HAIGH HALL MEDICAL PRACTICE,Sim
HAILEY VIEW SURGERY,Sim
HAILSHAM MEDICAL GROUP,Sim
HAINAULT SURGERY,Sim
HALBUTT STREET SURGERY,Sim
HALCYON MEDICAL,Sim
HALDON HOUSE SURGERY,Sim
HALESOWEN MEDICAL PRACTICE,Sim
HALF PENNY STEPS HEALTH CENTRE,Sim
HALL GREEN HEALTH,Sim
HALL GREEN SURGERY,Sim
HALL GROVE GROUP PRACTICE,Sim
HALL STREET MEDICAL CENTRE,Sim
HALLGARTH SURGERY,Sim
HALLIWELL SURGERY 1,Sim
HALLIWELL SURGERY 2,Sim
HALLIWELL SURGERY 3,Sim
HALTON COMMUNITY PAEDIATRIC SERVICE,Sim
HALTON PRIMARY CARE DERMATOLOGY SERVICE,Sim
HALTWHISTLE MEDICAL GROUP,Sim
HAMA MEDICAL CENTRE,Sim
HAMD MEDICAL PRACTICE,Sim
"HAMDON MEDICAL CENTRE, STOKE-SUB-HAMDON",Sim
HAMILTON MED CTR,Sim
HAMMERSMITH & FULHAM CCG - CLCH (NMP),Sim
HAMMERSMITH & FULHAM CENTRES FOR HEALTH,Sim
HAMMERSMITH AND FULHAM DAWS,Sim
HAMMERSMITH SURGERY,Sim
HAMMOND ROAD SURGERY,Sim
HAMPSTEAD GROUP PRACTICE,Sim
HAMPTON HILL MEDICAL CENTRE,Sim
HAMPTON MEDICAL CENTRE,Sim
HAMPTON SURGERY,Sim
HAMPTON WICK SURGERY,Sim
HAMSTEAD ROAD SURGERY,Sim
HAMSTREET SURGERY,Sim
HANDFORTH HEALTH CENTRE,Sim
HANDSWORTH MEDICAL PRACT.,Sim
HANDSWORTH MEDICAL PRACTICE,Sim
HANDSWORTH WOOD MED.CTR.,Sim
HANHAM HEALTH,Sim
HANLEY PRIMARY CARE CENTRE,Sim
HANNAGE BROOK MEDICAL CENTRE,Sim
HANSCOMBE HOUSE SURGERY,Sim
HANWELL HEALTH CENTRE (NAISH),Sim
HAPPY HOUSE SURGERY,Sim
HARAMBEE SURGERY,Sim
HARBORNE MEDICAL PRACTICE,Sim
HARBOROUGH FIELD SURGERY,Sim
HARBOUR MEDICAL PRACTICE,Sim
HARBOURSIDE FAMILY PRACTICE,Sim
HARBURY SURGERY,Sim
HARCOURT MEDICAL CENTRE,Sim
HARDEN BLAKENALL,Sim
HARDEN HEALTH CENTRE,Sim
HARDWICKE HOUSE GROUP PRACTICE,Sim
HAREFIELD PRACTICE,Sim
HAREHILLS CORNER SURGERY,Sim
HARESFIELD HOUSE SURGERY,Sim
HAREWOOD MEDICAL PRACTICE,Sim
HAREWOOD SURGERY,Sim
HARFORD HEALTH CENTRE,Sim
HARLESTON MEDICAL PRACTICE,Sim
HARLEY GROVE MEDICAL CTR.,Sim
HARLEY STREET MEDICAL CTR,Sim
HARLOW ROAD SURGERY,Sim
HAROLD ROAD SURGERY,Sim
HAROLD STREET MEDICAL CENTRE,Sim
HARPTREE SURGERY,Sim
HARRIS MEMORIAL SURGERY,Sim
HARROGATE OOH,Sim
HARROLD MEDICAL PRACTICE,Sim
HARROW CCG COMMUNITY NURSES CLCH (NMP),Sim
HARROW DARS WDP,Sim
HARROW HEALTH CIC GASTROENTEROLOGY GPWSI,Sim
HARROW ROAD GP CENTRE,Sim
HARSTON SURGERY,Sim
HART MEDICAL PRACTICE,Sim
HARTINGTON SURGERY,Sim
HARTLAND SURGERY,Sim
HARTLAND WAY SURGERY,Sim
HARTSHILL MEDICAL CENTRE,Sim
HARTWOOD HEALTHCARE,Sim
HARVEY GROUP PRACTICE,Sim
HARWOOD MEDICAL CENTRE,Sim
HASLEMERE HEALTH CENTRE,Sim
HASLINGDEN HEALTHCARE LTD,Sim
HASLINGTON SURGERY,Sim
HASSENGATE MEDICAL CENTRE,Sim
HASTINGS HOMELESS SERVICE,Sim
HASTINGS HOUSE SURGERY,Sim
HASTINGS MEDICAL CENTRE,Sim
HASTINGS OLD TOWN SURGERY,Sim
HASTINGS PRIMARY CARE HUB WIC,Sim
HATCH END MEDICAL CENTRE,Sim
HATFIELD HEALTH CENTRE,Sim
HATFIELD ROAD SURGERY,Sim
HATHAWAY SURGERY,Sim
HATTERS HEALTH PCN,Sim
HATTERSLEY GROUP PRACTICE,Sim
HATTON MEDICAL PRACTICE,Sim
HAUGHTON THORNLEY MEDICAL CENTRES,Sim
HAVELOCK GRANGE PRACTICE,Sim
HAVEN COURT,Sim
HAVEN HEALTH,Sim
HAVENSHEALTH,Sim
HAVERFIELD SURGERY,Sim
HAVERGAL SURGERY,Sim
HAVERHILL FAMILY PRACTICE,Sim
HAVERING CCG,Sim
HAVERING HEALTH,Sim
HAVERTHWAITE SURGERY,Sim
HAWES LANE SURGERY,Sim
HAWKESLEY MEDICAL PRACTICE,Sim
HAWKINGE AND ELHAM,Sim
HAWKLEY BROOK MEDICAL PRACTICE,Sim
HAWTHORN DRIVE SURGERY,Sim
HAWTHORN MC,Sim
HAWTHORN MEDICAL CENTRE,Sim
HAWTHORN MEDICAL PRACTICE,Sim
HAWTHORN SURGERY,Sim
HAWTHORNS MEDICAL CENTRE,Sim
HAWTHORNS SURGERY,Sim
HAXBY GROUP CALVERT & NEWINGTON,Sim
HAXBY GROUP HULL,Sim
HAXBY GROUP PRACTICE,Sim
HAYDOCK MEDICAL CENTRE,Sim
HAYDON BRIDGE & ALLENDALE MEDICAL PRACT,Sim
HAYES MEDICAL CENTRE,Sim
HAZELDENE HOUSE SURGERY,Sim
HAZELDENE MEDICAL CENTRE,Sim
HAZELMERE MEDICAL CENTRE,Sim
HAZELVALLEY FAMILY PRACTICE,Sim
HAZELWOOD GROUP PRACTICE,Sim
HDOCS ON CALL OOH,Sim
HEACHAM GROUP PRACTICE,Sim
HEADCORN SURGERY,Sim
HEADLANDS SURGERY,Sim
HEADLEY DRIVE SURGERY,Sim
HEADSTONE LANE MEDICAL CENTRE,Sim
HEADSTONE ROAD SURGERY,Sim
HEADY HILL SURGERY,Sim
HEALD GREEN HEALTH CENTRE 2,Sim
HEALDS ROAD SURGERY,Sim
HEALEY SURGERY,Sim
HEALING PARTNERSHIP,Sim
HEALTH AND BEYOND,Sim
"HEALTH AND WELLBEING CENTRE, EARLS COURT",Sim
"HEALTH CARE COMPLEX, KIRKBY",Sim
HEALTH CARE FIRST PARTNERSHIP,Sim
HEALTH E1,Sim
HEALTH LOCALITY SERVICE,Sim
HEALTHBRIDGE DIRECT,Sim
HEALTHHARMONIE,Sim
HEALY MEDICAL CENTRE,Sim
HEART FAILURE COMMUNITY SERVICE,Sim
HEART FAILURE SERVICE,Sim
HEART FAILURE TIER TWO SERVICE,Sim
HEART OF BATH,Sim
HEART OF LINCOLN HEALTH GROUP,Sim
HEARTWOOD MEDICAL PRACTICE,Sim
HEATH HAYES HEALTH CENTRE,Sim
HEATH LANE MEDICAL CENTRE,Sim
HEATH LANE SURGERY,Sim
HEATH STREET HEALTH CENTRE,Sim
HEATHCOT MEDICAL PRACTICE,Sim
HEATHCOTE MEDICAL CENTRE,Sim
HEATHCOTE STREET SURGERY,Sim
HEATHERBROOK SURGERY (RP ARCHER),Sim
HEATHERLANDS MED CTR,Sim
HEATHFIELD FAMILY CENTRE,Sim
HEATHFIELD SURGERY,Sim
HEATHFIELDE MEDICAL CENTRE,Sim
HEATHGATE MEDICAL PRACTICE,Sim
HEATHROW MEDICAL CENTRE,Sim
HEATHVIEW MEDICAL PRACTICE,Sim
HEATHWAY MEDICAL CENTRE,Sim
HEATON MEDICAL CENTRE,Sim
HEATON MERSEY MED.PRACT.,Sim
HEATON MOOR MEDICAL GROUP,Sim
HEATON NORRIS MEDICAL PRACTICE,Sim
HEATON ROAD SURGERY,Sim
HEAVITREE PRACTICE,Sim
HEBDEN BRIDGE GROUP PRACTICE,Sim
HEDENA HEALTH,Sim
HEDGE END MEDICAL CENTRE,Sim
HEDGEMANS MEDICAL CENTRE,Sim
HEDINGHAM MEDICAL CENTRE,Sim
HEDNESFORD MEDICAL PRACTICE,Sim
HEELEY GREEN SURGERY,Sim
HELLESDON MEDICAL PRACTICE,Sim
HELMSLEY SURGERY,Sim
HELSBY HEALTH CENTRE,Sim
HELSBY STREET MED/CTR,Sim
HELSTON MEDICAL CENTRE,Sim
HENDON WAY SURGERY,Sim
HENFIELD MEDICAL CENTRE,Sim
HENLEY GREEN MEDICAL CENTRE,Sim
HENLEY-IN-ARDEN MED CTR,Sim
HENRY MOORE CLINIC,Sim
HEREFORD MEDICAL GROUP,Sim
HEREFORDSHIRE MH ACUTE WAA,Sim
HEREFORDSHIRE MH CAMHS,Sim
HEREFORDSHIRE MH COMMUNITY WAA,Sim
HEREWARD MEDICAL CENTRE,Sim
HERNE BAY URGENT TREATMENT CENTRE,Sim
HERNE HILL GROUP PRACTICE,Sim
HERNE HILL ROAD MEDICAL PRACTICE,Sim
HERON GP PRACTICE,Sim
HERRINGTON MEDICAL CENTRE,Sim
HERSCHEL MEDICAL CENTRE,Sim
HERSHAM SURGERY,Sim
HERSTMONCEUX INTEGRATIVE HEALTH CENTRE,Sim
HERTFORD & RURALS PCN HUB,Sim
HERTFORDSHIRE SPECIAL ALLOCATION SCHEME,Sim
HESA MEDICAL CENTRE - Y00352,Sim
HESSLE GRANGE MEDICAL PRACTICE,Sim
HESWALL & PENSBY GROUP PRACTICE,Sim
HETHERINGTON AT THE PAVILION,Sim
HETHERINGTON GROUP PRACTICE,Sim
HETTON GROUP PRACTICE,Sim
HEYWOOD FAMILY PRACTICE,Sim
HEYWOOD HEALTH,Sim
HHCIC EAST WIC,Sim
HIBALDSTOW MEDICAL PRACTICE,Sim
HICKINGS LANE MEDICAL CTR,Sim
HIGH GLADES MEDICAL CENTRE,Sim
HIGH LANE MEDICAL CENTRE,Sim
HIGH OAK SURGERY,Sim
HIGH PASTURES SURGERY,Sim
HIGH ROAD FAMILY DOCTORS,Sim
HIGH ROAD SURGERY,Sim
HIGH STREET MEDICAL CENTRE,Sim
HIGH STREET PRACTICE,Sim
HIGH STREET PRACTICE WINSFORD,Sim
HIGH STREET SURGERY,Sim
"HIGH STREET SURGERY, EPPING",Sim
HIGHAM FERRERS SURGERY,Sim
HIGHAM HILL MEDICAL CENTRE,Sim
HIGHBRIDGE MEDICAL CENTRE,Sim
HIGHBURY GRANGE MEDICAL PRACTICE,Sim
HIGHCLIFFE MEDICAL CENTRE,Sim
HIGHCROFT SURGERY,Sim
HIGHER HEYS SURGERY,Sim
HIGHER INCE SURGERY,Sim
HIGHERLAND SURGERY,Sim
HIGHFIELD HEALTH,Sim
HIGHFIELD SURGERY,Sim
HIGHFIELDS MEDICAL CENTRE,Sim
HIGHFIELDS SURGERY (R WADHWA),Sim
HIGHGATE GROUP PRACTICE,Sim
HIGHGATE MEDICAL CENTRE,Sim
HIGHGREEN PRACTICE (KHAN),Sim
HIGHGROVE SURGERY,Sim
HIGHLAND ROAD SURGERY,Sim
HIGHLANDS PRACTICE,Sim
HIGHLANDS SURGERY,Sim
HIGHLEY MEDICAL CENTRE,Sim
HIGHPARKS MEDICAL PRACTICE,Sim
HIGHTOWN SURGERY,Sim
HIGHTOWN VILLAGE SURGERY,Sim
HIGHVIEW MEDICAL CENTRE,Sim
HIGHWOODS SURGERY,Sim
HILARY COTTAGE SURGERY,Sim
HILDENBOROUGH MEDICAL GROUP,Sim
HILL BARTON SURGERY,Sim
HILL BROW SURGERY PMS PRACTICE,Sim
HILL LANE SURGERY,Sim
HILL TOP MEDICAL CENTRE,Sim
HILL TOP SURGERY,Sim
HILL VIEW SURGERY,Sim
HILLCREST SURGERY,Sim
HILLFIELDS - DR BANO,Sim
HILLFIELDS HEALTH CENTRE - 1,Sim
HILLFOOT HEALTH,Sim
HILLFOOT SURGERY,Sim
HILLINGDON CNWL PRESCRIBERS,Sim
HILLINGDON HEALTH CENTRE,Sim
HILLINGDON UCC,Sim
HILLSIDE HOUSE SURGERY,Sim
HILLSIDE PRACTICE,Sim
HILLTOP MEDICAL PRACTICE,Sim
HILLTOPS MEDICAL CENTRE,Sim
HILLVIEW FAMILY PRACTICE,Sim
HILLVIEW MEDICAL CENTRE,Sim
HILLVIEW SURGERY,Sim
HINCKLEY CENTRAL PCN WL EA SERVICE,Sim
HINDON SURGERY,Sim
HINGHAM SURGERY,Sim
HIRSEL MEDICAL CENTRE,Sim
HMC HEALTH HESTON GREAT WEST,Sim
HMP & YOI CHELMSFORD,Sim
HMP & YOI NEW HALL,Sim
HMP BULLINGDON,Sim
HMP FEATHERSTONE,Sim
HMP GUYS MARSH,Sim
HMP HEWELL,Sim
HMP LEEDS,Sim
HMP LONG LARTIN (HIGH SECURITY),Sim
HMP OAKWOOD,Sim
HMP STOKE HEATH PRESCRIBER,Sim
HMP THE VERNE,Sim
HMP WAYLAND,Sim
HMP WEALSTUN,Sim
HMP/YOI DRAKE HALL,Sim
HMP/YOI WETHERBY,Sim
HMR BARDOC OOH,Sim
HMR CHILDRENS COMMUNITY SERVICES,Sim
HMR COMM PAED SERVICE,Sim
HOBS MOAT MEDICAL CENTRE,Sim
HOCKLEY FARM MED PRACT (A NANA),Sim
HOCKLEY MEDICAL PRACTICE,Sim
HODGE HILL FAMILY PRACTICE,Sim
HODNET MEDICAL PRACTICE,Sim
HOLBEACH MEDICAL CENTRE,Sim
HOLBORN MEDICAL CENTRE,Sim
HOLBROOK SURGERY,Sim
HOLBROOKS HEALTH TEAM,Sim
HOLDERNESS HEALTH,Sim
HOLES LANE MEDICAL CENTRE,Sim
HOLLAND HOUSE SURGERY,Sim
HOLLAND PARK SURGERY,Sim
HOLLIES MEDICAL CENTRE,Sim
HOLLIES PRACTICE,Sim
HOLLINGTON SURGERY,Sim
HOLLINS GROVE SURGERY,Sim
HOLLINSWOOD SURGERY,Sim
HOLLINWOOD MEDICAL PRACTICE,Sim
HOLLOW WAY MEDICAL CENTRE,Sim
HOLLY ROAD MEDICAL CENTRE,Sim
HOLLY TREE SURGERY,Sim
HOLLYBROOK MEDICAL CENTRE,Sim
HOLLYGREEN PRACTICE,Sim
HOLLYHURST MEDICAL CENTRE,Sim
HOLLYMOOR MEDICAL CENTRE,Sim
HOLLYNS HEALTH & WELLBEING - CLAYTON,Sim
HOLLYOAKS MEDICAL CENTRE,Sim
HOLLYWOOD MEDICAL CENTRE,Sim
HOLMCROFT,Sim
HOLMHURST MEDICAL CENTRE,Sim
HOLMLANDS MED CTR,Sim
HOLMSIDE MEDICAL GROUP,Sim
HOLMWOOD CORNER SURGERY,Sim
HOLT MEDICAL PRACTICE,Sim
HOLTS HEALTH CENTRE,Sim
HOLYHEAD PRIMARY HEALTH CARE CENTRE,Sim
HOLYWELL LANGLEY HOUSE CLCH,Sim
HOME TREATMENT TEAM,Sim
HOME VISITING SERVICE,Sim
HOMELESS HEALTHCARE TEAM,Sim
HOMERTON NMP'S,Sim
HOMESTEAD,Sim
HOMEWELL.CURLEW PRACTICE,Sim
HONEYPOT MEDICAL CENTRE,Sim
HONEYWALL MEDICAL PRACTICE,Sim
HONITON SURGERY,Sim
HONLEY SURGERY,Sim
HONOR OAK GROUP PRACTICE,Sim
HOOK SURGERY,Sim
HOPE FARM MEDICAL CENTRE,Sim
HOPE HOUSE SURGERY,Sim
HOPWOOD HOUSE MEDICAL PRACTICE,Sim
HOPWOOD MEDICAL CENTRE,Sim
HORDEN RECOVERY CENTRE,Sim
HORFIELD HC,Sim
HORIZON HEALTH CENTRE,Sim
HORIZON HEALTHCARE,Sim
HORNCASTLE MEDICAL GROUP,Sim
HORNCHURCH HEALTHCARE,Sim
HORNDEAN SURGERY,Sim
HORNDON-ON-THE-HILL SURGERY,Sim
HORNSEY PARK SURGERY,Sim
HORNSPIT MEDICAL CENTRE,Sim
HORSEFAIR PRACTICE,Sim
HORSELEY HEATH SURGERY,Sim
HORSMAN'S PLACE SURGERY,Sim
HORTON BANK PRACTICE,Sim
HORTON PARK CENTRE - CITY CMHT,Sim
HORTON PARK MEDICAL PRACTICE,Sim
HOSP.OF THE GOOD SHEPHERD,Sim
HOSPICE IN THE WEALD,Sim
HOSPICE OF ST FRANCIS,Sim
HOSPICE PALLIATIVE CARE,Sim
HOSPISCARE,Sim
HOSPITAL AT HOME,Sim
HOUGH GREEN HEALTH PARK,Sim
HOUGHTON CLOSE SURGERY,Sim
"HOUGHTON MEDICAL GROUP,",Sim
HOUGHTON REGIS MEDICAL CENTRE,Sim
HOUNSFIELD SURGERY,Sim
HOUNSLOW CCG - HRCH (NMP),Sim
HOUNSLOW FAMILY PRACTICE,Sim
HOUNSLOW HEALTH PCN HUB,Sim
HOUNSLOW MEDICAL CENTRE,Sim
HOVE MEDICAL CENTRE,Sim
HOVETON & WROXHAM MEDICAL CENTRE,Sim
HOWARD HOUSE SURGERY,Sim
HOWARD STREET MEDICAL PRACTICE,Sim
HOWDALE SURGERY,Sim
HOWDEN MEDICAL PRACTICE,Sim
HOWELL SURGERY,Sim
HOYLAKE & MEOLS MEDICAL CTR,Sim
HOYLAKE RD MET CTR,Sim
HOYLAND HOUSE,Sim
HOYLAND MEDICAL PRACTICE,Sim
HP NMP'S M & A CCG,Sim
HP NMP'S N & S CCG,Sim
HP NMP'S NN & E CCG,Sim
HP NMP'S NW CCG,Sim
HRCH NHS TRUST,Sim
HT PRACTICE,Sim
HUC B&L IUC SERVICE,Sim
HUC E & N HERTS OOH,Sim
HUC HERTS VALLEY,Sim
HUC IUC C&P,Sim
HUC WEST ESSEX EA,Sim
HUC WEST ESSEX EA2,Sim
HUC WEST ESSEX OOH,Sim
HUCCLECOTE SURGERY,Sim
HUCKNALL ROAD MEDICAL CENTRE,Sim
HUDDERSFIELD ROAD SURGERY,Sim
HUGGLESCOTE SURGERY,Sim
HUGHENDEN VALLEY SURGERY,Sim
HULME HALL MEDICAL GROUP,Sim
HUMBER PRIMARY CARE,Sim
HUMBERSTONE MEDICAL CENTRE (IP JONES),Sim
HUMBERVIEW SURGERY,Sim
HUMBLEYARD PRACTICE,Sim
HUMSHAUGH & WARK MED GRP,Sim
HUNGERFORD MEDICAL CENTRE,Sim
HUNGERFORD SURGERY,Sim
HUNMANBY SURGERY,Sim
HUNTCLIFF SURGERY,Sim
HUNTINGDON ROAD SURGERY,Sim
HUNTLEY MOUNT MEDICAL CENTRE,Sim
HURLEY AND RIVERSIDE PRACTICES,Sim
HUSBANDS BOSWORTH MEDICAL CENTRE,Sim
HWLH DERMATOLOGY SERVICE,Sim
HWLH IMPROVED ACCESS SERVICE,Sim
HYDE PARK SURGERY,Sim
HYLTON MEDICAL GROUP,Sim
HYTHE MEDICAL CENTRE SURGERY,Sim
I G MEDICAL,Sim
I HEART BARNSLEY,Sim
I J HEALTHCARE,Sim
IBSTOCK HOUSE SURGERY,Sim
IC24 LTD (BRIGHTON & HOVE OOH),Sim
IC24 LTD (HORSHAM & MID SUSSEX OOH),Sim
IC24 LTD (HWLH OOH),Sim
IC24 LTD (NORFOLK & WISBECH OOH),Sim
IC24 LTD(BASILDON & BRENTWOOD)OOH,Sim
IC24 LTD(THURROCK)OOH,Sim
IC24 MID ESSEX OOH,Sim
IC24 SOUTHEND/CP&R CCG OOH,Sim
IC24-ASHFORD CCG-OOH,Sim
IC24-CANTERBURY CCG-OOH,Sim
IC24-SKG CCG-OOH,Sim
IC24-THANET CCG OOH,Sim
ICAR,Sim
ICO HEALTH GROUP,Sim
IDE LANE SURGERY,Sim
IDLE MEDICAL CENTRE,Sim
IFIELD MEDICAL PRACTICE,Sim
IGHTENHILL MEDICAL CENTRE,Sim
ILEX VIEW MEDICAL PRACTICE,Sim
ILFORD LANE SURGERY,Sim
ILFORD MEDICAL CENTRE,Sim
ILKLEY & WHARFEDALE MEDICAL PRACTICE,Sim
IMEARY STREET PRACTICE,Sim
IMPERIAL COLLEGE HEALTH CENTRE,Sim
IMPERIAL ROAD SURGERY,Sim
IMPERIAL SURGERY,Sim
IMPROVED ACCESS,Sim
IMPROVED ACCESS BERKLEY VALE,Sim
IMPROVING HEALTH (IH) MEDICAL,Sim
INCLUSION HEALTHCARE,Sim
INDEPENDENT HEALTH GROUP,Sim
INDIGO GENDER SERVICE,Sim
INGLETON AVENUE SURGERY,Sim
INGREBOURNE MEDICAL CENTRE,Sim
INNER CITY & EAST BRISTOL LOCALITY,Sim
INSPIRE CGL,Sim
INSPIRE HEALTH,Sim
INSPIRE MEDICAL CENTRE,Sim
INSPIRE SHARED CARE ELCCG,Sim
INSPIRING RECOVERY - CASTLEFORD,Sim
INSPIRING RECOVERY - WAKEFIELD,Sim
INTEGRATED CARE,Sim
INTEGRATED CARE 24 LIMITED OOH,Sim
INTEGRATED CARE 24 LTD (CWSX OOH),Sim
INTEGRATED CARE 24 LTD (GYW OOH),Sim
INTEGRATED CARE CENTRE,Sim
INTEGRATED COMMUNITY CARE,Sim
INTEGRATED COMMUNITY DERMATOLOGY SERVICE,Sim
INTERGRATED COMMUNITY PAEDIATRIC SERVICE,Sim
INTERMEDIATE CARE,Sim
INTERMEDIATE CARE SERVICE,Sim
INTERMEDIATE CARE SERVICES,Sim
INTERMEDIATE CARE UNIT,Sim
INTERMEDIATE CARE-GP SERVICE,Sim
IPU 10-17 RECOVERY COVENTRY,Sim
IPU 11-17 SOUTH WARKS-STRAT,Sim
IPU18-21 SOUTH WARKS-STRATFORD,Sim
"IPU3-8 SOUTH WARKS, WARK OP",Sim
IRELAND WOOD SURGERY,Sim
IRIDIUM EXTENDED ACCESS HUB,Sim
"IRIDIUM MEDICAL PRACTICE, RICHMOND PCC",Sim
IRONBRIDGE MEDICAL PRACTICE,Sim
IRWELL MEDICAL PRACTICE,Sim
ISCA MEDICAL PRACTICE,Sim
ISIGHT,Sim
ISLAND HEALTH,Sim
ISLE OF WIGHT NHS TRUST NMP,Sim
ISLINGTON CENTRAL MEDICAL CENTRE,Sim
ISLINGTON GP FEDERATION,Sim
ISLINGTON HOUSE MEDICAL CENTRE,Sim
ISLINGTON PCCS,Sim
ISLIP MANOR MEDICAL CENTRE,Sim
ISLIP SURGERY,Sim
ISSA MEDICAL CENTRE - PATEL,Sim
IVEL MEDICAL CENTRE,Sim
IVER MEDICAL CENTRE,Sim
IVRY STREET MEDICAL PRACTICE,Sim
IVY COURT SURGERY,Sim
IVY GROVE SURGERY,Sim
IWADE HEALTH CENTRE,Sim
IXWORTH SURGERY,Sim
JACKSDALE MEDICAL CENTRE,Sim
JAI MEDICAL CENTRE,Sim
JAI MEDICAL CENTRE (BRENT),Sim
JALAL PRACTICE,Sim
